counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,150.096,150.294,150.294,150.794,,,,,,,,,,,,1.162,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,21,0,150.794,151.957,,0,[-0.3211781206171108],[-0.317671809256662],[1],[0],[0],[1.1620000000000061],"[""button_left_main""]",151.957,153.96,153.96,153.96,[],[],[],[],[],[],[],,153.96,153.961,-0.321178121,-0.317671809,0,0,0,,0,20,20,57,1,3,TL,moredate,cursive,moredate_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,153.962,154.16,154.16,154.66,,,,,,,,,,,,1.327,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,22,0,154.661,155.989,,0,[-0.31837307152875177],[-0.31626928471248245],[1],[0],[0],[1.3269999999999982],"[""button_left_main""]",155.99,157.993,157.994,157.994,[],[],[],[],[],[],[],,157.994,157.994,-0.318373072,-0.316269285,0,0,0,,0,21,21,5,1,3,RL,capefory,cursive,capefory_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,157.996,158.193,158.193,158.693,,,,,,,,,,,,0.728,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,23,0,158.694,159.424,,0,[0.44039270687237025],[-0.27980364656381485],[1],[0],[0],[0.7279999999999802],"[""button_right_main""]",159.424,161.426,161.427,161.427,[],[],[],[],[],[],[],,161.427,161.427,0.440392707,-0.279803647,0,0,0,,0,22,22,142,1,3,word,REMOTE,print,remote_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,161.429,161.627,161.627,162.127,,,,,,,,,,,,0.743,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,24,1,162.127,162.871,,0,[-0.2973352033660589],[-0.30925666199158486],[1],[0],[0],[0.742999999999995],"[""button_left_main""]",162.872,164.86,164.86,166.005,[-0.32398316970546986],[-0.30925666199158486],[1],[0],[0],[1.1440000000000055],"[""button_left_probe""]",,166.005,166.005,-0.32398317,-0.309256662,1,0,0,,0,23,23,149,1,3,word,SENATOR,cursive,senator_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,166.006,166.193,166.193,166.693,,,,,,,,,,,,0.709,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,25,0,166.694,167.405,,0,[0.453015427769986],[-0.2755960729312763],[1],[0],[0],[0.7090000000000032],"[""button_right_main""]",167.405,169.393,169.393,169.394,[],[],[],[],[],[],[],,169.394,169.394,0.453015428,-0.275596073,0,0,0,,0,24,24,133,1,3,word,PROVIDE,print,provide_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,169.396,169.593,169.593,170.092,,,,,,,,,,,,1.311,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,26,1,170.093,171.405,,0,[-0.31136044880785413],[-0.30504908835904626],[1],[0],[0],[1.311000000000007],"[""button_left_main""]",171.405,173.41,173.41,174.585,[-0.3141654978962132],[-0.2980364656381487],[1],[0],[0],[1.174999999999983],"[""button_left_probe""]",,174.585,174.585,-0.314165498,-0.298036466,1,0,0,,0,25,25,79,1,3,TL,veretan,cursive,veretan_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,174.586,174.776,174.776,175.276,,,,,,,,,,,,1.009,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,27,0,175.276,176.288,,0,[0.4642356241234222],[-0.27840112201963535],[1],[0],[0],[1.0089999999999861],"[""button_right_main""]",176.288,178.292,178.292,178.293,[],[],[],[],[],[],[],,178.293,178.293,0.464235624,-0.278401122,0,0,0,,0,26,26,157,1,3,word,VALIDITY,cursive,validity_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,178.295,178.492,178.492,178.992,,,,,,,,,,,,0.893,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,28,0,178.993,179.887,,0,[-0.302945301542777],[-0.3078541374474053],[1],[0],[0],[0.8930000000000007],"[""button_left_main""]",179.888,181.892,181.892,181.893,[],[],[],[],[],[],[],,181.893,181.893,-0.302945302,-0.307854137,0,0,0,,0,27,27,32,1,3,TL,adacemy,print,adacemy_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,181.895,182.092,182.092,182.592,,,,,,,,,,,,0.943,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,29,0,182.592,183.538,,0,[-0.29453015427769985],[-0.31065918653576435],[1],[0],[0],[0.9429999999999836],"[""button_left_main""]",183.538,185.542,185.542,185.543,[],[],[],[],[],[],[],,185.543,185.543,-0.294530154,-0.310659187,0,0,0,,0,28,28,50,1,3,TL,lirebal,print,lirebal_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,185.545,185.741,185.742,186.242,,,,,,,,,,,,0.928,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,30,0,186.242,187.171,,0,[-0.3015427769985975],[-0.30364656381486677],[1],[0],[0],[0.9279999999999973],"[""button_left_main""]",187.171,189.175,189.175,189.175,[],[],[],[],[],[],[],,189.175,189.175,-0.301542777,-0.303646564,0,0,0,,0,29,29,39,1,3,TL,clicinal,print,clicinal_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,189.177,189.375,189.375,189.875,,,,,,,,,,,,1.061,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,31,0,189.875,190.938,,0,[0.4684431977559607],[-0.2812061711079944],[1],[0],[0],[1.061000000000007],"[""button_right_main""]",190.938,192.941,192.941,192.941,[],[],[],[],[],[],[],,192.942,192.942,0.468443198,-0.281206171,0,0,0,,0,30,30,41,1,3,TL,crinimal,print,crinimal_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,192.943,193.141,193.141,193.641,,,,,,,,,,,,1.094,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,32,0,193.641,194.736,,0,[0.4726507713884993],[-0.2755960729312763],[1],[0],[0],[1.093999999999994],"[""button_right_main""]",194.737,196.724,196.724,196.725,[],[],[],[],[],[],[],,196.725,196.725,0.472650771,-0.275596073,0,0,0,,0,31,31,125,1,3,word,OPERATOR,print,operator_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,196.726,196.924,196.924,197.424,,,,,,,,,,,,1.411,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,33,0,197.425,198.837,,0,[-0.2959326788218794],[-0.2952314165497896],[1],[0],[0],[1.4110000000000014],"[""button_left_main""]",198.837,200.841,200.841,200.841,[],[],[],[],[],[],[],,200.841,200.841,-0.295932679,-0.295231417,0,0,0,,0,32,32,76,1,3,TL,stogare,cursive,stogare_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,200.843,201.041,201.041,201.541,,,,,,,,,,,,1.027,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,34,1,201.542,202.57,,0,[-0.30575035063113604],[-0.3064516129032258],[1],[0],[0],[1.0270000000000152],"[""button_left_main""]",202.571,204.574,204.574,205.569,[-0.30575035063113604],[-0.30925666199158486],[1],[0],[0],[0.9950000000000045],"[""button_left_probe""]",,205.569,205.57,-0.305750351,-0.309256662,1,0,0,,0,33,33,29,1,3,RL,selamor,cursive,selamor_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,205.571,205.774,205.774,206.274,,,,,,,,,,,,0.89,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,35,1,206.274,207.166,,0,[0.4796633941093969],[-0.27980364656381485],[1],[0],[0],[0.8900000000000148],"[""button_right_main""]",207.166,209.157,209.157,210.42,[-0.2959326788218794],[-0.3022440392706872],[1],[0],[0],[1.2620000000000005],"[""button_left_probe""]",,210.42,210.42,-0.295932679,-0.302244039,1,0,0,,0,34,34,100,1,3,word,DECADE,cursive,decade_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,210.421,210.623,210.623,211.124,,,,,,,,,,,,0.761,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,36,0,211.124,211.886,,0,[0.48807854137447404],[-0.27840112201963535],[1],[0],[0],[0.7609999999999957],"[""button_right_main""]",211.886,213.89,213.89,213.89,[],[],[],[],[],[],[],,213.89,213.891,0.488078541,-0.278401122,0,0,0,,0,35,35,91,1,3,word,CARDINAL,print,cardinal_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,213.892,214.09,214.09,214.59,,,,,,,,,,,,0.994,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,37,0,214.591,215.586,,0,[-0.34081346423562414],[-0.30925666199158486],[1],[0],[0],[0.9939999999999998],"[""button_left_main""]",215.586,217.59,217.59,217.59,[],[],[],[],[],[],[],,217.59,217.59,-0.340813464,-0.309256662,0,0,0,,0,36,36,44,1,3,TL,decilate,print,decilate_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,217.591,217.79,217.79,218.29,,,,,,,,,,,,1.094,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,38,0,218.29,219.385,,0,[0.48667601683029454],[-0.28541374474053294],[1],[0],[0],[1.093999999999994],"[""button_right_main""]",219.385,221.39,221.39,221.39,[],[],[],[],[],[],[],,221.39,221.391,0.486676017,-0.285413745,0,0,0,,0,37,37,55,1,3,TL,mecidine,print,mecidine_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,221.393,221.59,221.59,222.089,,,,,,,,,,,,4.561,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,39,0,222.09,226.651,,0,[0.4950911640953717],[-0.28962131837307153],[1],[0],[0],[4.561000000000007],"[""button_right_main""]",226.651,228.639,228.639,228.639,[],[],[],[],[],[],[],,228.639,228.639,0.495091164,-0.289621318,0,0,0,,0,38,38,16,1,3,RL,mishafe,cursive,mishafe_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,228.641,228.839,228.839,229.339,,,,,,,,,,,,1.045,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,40,0,229.339,230.385,,0,[0.5077138849929874],[-0.2713884992987377],[1],[0],[0],[1.045000000000016],"[""button_right_main""]",230.385,232.389,232.389,232.39,[],[],[],[],[],[],[],,232.39,232.39,0.507713885,-0.271388499,0,0,0,,0,39,39,129,1,3,word,PARENT,print,parent_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,232.392,232.589,232.589,233.088,,,,,,,,,,,,2.044,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,41,0,233.089,235.135,,0,[0.520336605890603],[-0.2391304347826087],[1],[0],[0],[2.044000000000011],"[""button_right_main""]",235.135,237.138,237.138,237.139,[],[],[],[],[],[],[],,237.139,237.139,0.520336606,-0.239130435,0,0,0,,0,40,40,81,1,3,word,ADVISORY,print,advisory_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,237.14,237.338,237.338,237.838,,,,,,,,,,,,0.929,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,42,0,237.839,238.768,,0,[0.5133239831697055],[-0.2391304347826087],[1],[0],[0],[0.9289999999999736],"[""button_right_main""]",238.768,240.772,240.772,240.773,[],[],[],[],[],[],[],,240.773,240.773,0.513323983,-0.239130435,0,0,0,,0,41,41,152,1,3,word,SPECIMEN,print,specimen_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,240.775,240.971,240.972,241.472,,,,,,,,,,,,0.907,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,43,0,241.472,242.38,,0,[0.5105189340813464],[-0.24193548387096775],[1],[0],[0],[0.9070000000000107],"[""button_right_main""]",242.38,244.371,244.372,244.372,[],[],[],[],[],[],[],,244.372,244.372,0.510518934,-0.241935484,0,0,0,,0,42,42,158,1,3,word,VELOCITY,cursive,velocity_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,244.374,244.571,244.571,245.071,,,,,,,,,,,,1.444,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,44,0,245.072,246.518,,0,[-0.3576437587657784],[-0.3078541374474053],[1],[0],[0],[1.4440000000000168],"[""button_left_main""]",246.518,248.521,248.521,248.521,[],[],[],[],[],[],[],,248.521,248.521,-0.357643759,-0.307854137,0,0,0,,0,43,43,12,1,3,RL,formuke,cursive,formuke_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,248.523,248.721,248.721,249.221,,,,,,,,,,,,1.194,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,45,0,249.221,250.417,,0,[-0.36185133239831696],[-0.3232819074333801],[1],[0],[0],[1.1940000000000168],"[""button_left_main""]",250.417,252.421,252.421,252.421,[],[],[],[],[],[],[],,252.421,252.421,-0.361851332,-0.323281907,0,0,0,,0,44,44,78,1,3,TL,vecolity,cursive,vecolity_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,252.422,252.621,252.621,253.121,,,,,,,,,,,,0.727,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,46,0,253.121,253.849,,0,[0.5133239831697055],[-0.24754558204768584],[1],[0],[0],[0.7269999999999754],"[""button_right_main""]",253.849,255.837,255.837,255.837,[],[],[],[],[],[],[],,255.837,255.838,0.513323983,-0.247545582,0,0,0,,0,45,45,146,1,3,word,RETIRE,print,retire_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,255.839,256.037,256.037,256.537,,,,,,,,,,,,0.592,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,47,1,256.537,257.13,,0,[0.5189340813464236],[-0.24754558204768584],[1],[0],[0],[0.5919999999999845],"[""button_right_main""]",257.13,259.121,259.121,261.15,[0.5077138849929874],[-0.2573632538569425],[1],[0],[0],[2.027999999999963],"[""button_right_probe""]",,261.15,261.15,0.507713885,-0.257363254,1,0,0,,0,46,46,118,1,3,word,MEDICINE,print,medicine_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,261.151,261.354,261.354,261.854,,,,,,,,,,,,1.227,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,48,1,261.854,263.082,,0,[-0.3744740532959327],[-0.31486676016830295],[1],[0],[0],[1.2269999999999754],"[""button_left_main""]",263.082,265.07,265.07,267.499,[0.511921458625526],[-0.2615708274894811],[1],[0],[0],[2.4290000000000305],"[""button_right_probe""]",,267.499,267.499,0.511921459,-0.261570827,1,0,0,,0,47,47,24,1,3,RL,quafidy,print,quafidy_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,267.5,267.687,267.687,268.203,,,,,,,,,,,,1.357,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,49,0,268.209,269.566,,0,[-0.34642356241234223],[-0.2966339410939691],[1],[0],[0],[1.3570000000000277],"[""button_left_main""]",269.566,271.57,271.57,271.57,[],[],[],[],[],[],[],,271.57,271.57,-0.346423562,-0.296633941,0,0,0,,0,48,48,62,1,3,TL,prodive,print,prodive_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,271.572,271.77,271.77,272.27,,,,,,,,,,,,1.144,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,50,1,272.27,273.415,,0,[0.5091164095371669],[-0.2517531556802244],[1],[0],[0],[1.1440000000000055],"[""button_right_main""]",273.415,275.419,275.419,276.599,[-0.34081346423562414],[-0.2924263674614306],[1],[0],[0],[1.1779999999999973],"[""button_left_probe""]",,276.599,276.599,-0.340813464,-0.292426367,1,0,0,,0,49,49,144,1,3,word,RESIDENT,cursive,resident_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,276.6,276.803,276.803,277.302,,,,,,,,,,,,1.394,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,51,0,277.303,278.698,,0,[-0.3576437587657784],[-0.317671809256662],[1],[0],[0],[1.3940000000000055],"[""button_left_main""]",278.698,280.703,280.703,280.703,[],[],[],[],[],[],[],,280.703,280.704,-0.357643759,-0.317671809,0,0,0,,0,50,50,111,1,3,word,INDICATE,print,indicate_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,280.705,280.903,280.903,281.402,,,,,,,,,,,,1.196,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,52,0,281.403,282.6,,0,[0.5049088359046283],[-0.2573632538569425],[1],[0],[0],[1.1960000000000264],"[""button_right_main""]",282.6,284.602,284.602,284.603,[],[],[],[],[],[],[],,284.603,284.603,0.504908836,-0.257363254,0,0,0,,0,51,51,104,1,3,word,DOMINANT,print,dominant_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,284.605,284.802,284.802,285.302,,,,,,,,,,,,1.129,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,53,0,285.303,286.432,,0,[-0.3436185133239832],[-0.30925666199158486],[1],[0],[0],[1.129000000000019],"[""button_left_main""]",286.432,288.436,288.436,288.436,[],[],[],[],[],[],[],,288.436,288.436,-0.343618513,-0.309256662,0,0,0,,0,52,52,123,1,3,word,MODERATE,cursive,moderate_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,288.437,288.635,288.635,289.135,,,,,,,,,,,,1.146,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,54,0,289.136,290.282,,0,[-0.4277699859747546],[-0.32608695652173914],[1],[0],[0],[1.146000000000015],"[""button_left_main""]",290.282,292.285,292.285,292.285,[],[],[],[],[],[],[],,292.285,292.286,-0.427769986,-0.326086957,0,0,0,,0,53,53,63,1,3,TL,racidal,cursive,racidal_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,292.287,292.485,292.485,292.985,,,,,,,,,,,,0.76,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,55,1,292.986,293.747,,0,[0.47685834502103785],[-0.2924263674614306],[1],[0],[0],[0.7599999999999909],"[""button_right_main""]",293.747,295.735,295.735,297.364,[0.48106591865357645],[-0.28541374474053294],[1],[0],[0],[1.629000000000019],"[""button_right_probe""]",,297.364,297.364,0.481065919,-0.285413745,1,0,0,,0,54,54,106,1,3,word,ELABORATE,print,elaborate_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,297.365,297.568,297.568,298.068,,,,,,,,,,,,1.28,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,56,0,298.068,299.349,,0,[0.48106591865357645],[-0.2812061711079944],[1],[0],[0],[1.2800000000000296],"[""button_right_main""]",299.349,301.351,301.351,301.351,[],[],[],[],[],[],[],,301.351,301.352,0.481065919,-0.281206171,0,0,0,,0,55,55,124,1,3,word,NUMERICAL,print,numerical_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,301.353,301.551,301.551,302.051,,,,,,,,,,,,1.011,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,57,0,302.052,303.064,,0,[0.4796633941093969],[-0.2769985974754558],[1],[0],[0],[1.011000000000024],"[""button_right_main""]",303.064,305.068,305.068,305.069,[],[],[],[],[],[],[],,305.069,305.069,0.479663394,-0.276998597,0,0,0,,0,56,56,138,1,3,word,REFUSAL,print,refusal_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,305.07,305.267,305.268,305.767,,,,,,,,,,,,0.811,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,58,0,305.768,306.58,,0,[-0.4221598877980365],[-0.32047685834502104],[1],[0],[0],[0.8109999999999786],"[""button_left_main""]",306.58,308.584,308.584,308.584,[],[],[],[],[],[],[],,308.585,308.585,-0.422159888,-0.320476858,0,0,0,,0,57,57,13,1,3,RL,helicage,cursive,helicage_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,308.586,308.784,308.784,309.284,,,,,,,,,,,,1.011,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,59,0,309.285,310.296,,0,[0.49228611500701264],[-0.2657784011220196],[1],[0],[0],[1.0109999999999673],"[""button_right_main""]",310.296,312.284,312.284,312.284,[],[],[],[],[],[],[],,312.284,312.284,0.492286115,-0.265778401,0,0,0,,0,58,58,135,1,3,word,QUALITY,print,quality_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,312.286,312.484,312.484,312.984,,,,,,,,,,,,0.86,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,60,0,312.984,313.846,,0,[-0.42496493688639553],[-0.28541374474053294],[1],[0],[0],[0.8599999999999568],"[""button_left_main""]",313.846,315.85,315.85,315.85,[],[],[],[],[],[],[],,315.85,315.851,-0.424964937,-0.285413745,0,0,0,,0,59,59,22,1,3,RL,procogal,print,procogal_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,315.852,316.05,316.05,316.55,,,,,,,,,,,,0.927,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,61,0,316.551,317.48,,0,[-0.4123422159887798],[-0.32047685834502104],[1],[0],[0],[0.9270000000000778],"[""button_left_main""]",317.48,319.484,319.484,319.485,[],[],[],[],[],[],[],,319.485,319.485,-0.412342216,-0.320476858,0,0,0,,0,60,60,15,1,3,RL,mifikary,cursive,mifikary_c.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,319.488,319.684,319.684,320.183,,,,,,,,,,,,0.743,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,62,0,320.184,320.929,,0,[0.4838709677419355],[-0.27840112201963535],[1],[0],[0],[0.742999999999995],"[""button_right_main""]",320.93,322.933,322.933,322.934,[],[],[],[],[],[],[],,322.934,322.934,0.483870968,-0.278401122,0,0,0,,0,61,61,103,1,3,word,DISPUTE,print,dispute_p.png,,,
,,,,32144,001,2025-10-22_03h18.23.919,HW_LDT_1,2024.2.4,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,322.936,323.133,323.133,323.633,,,,,,,,,,,,0.81,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,63,0,323.634,324.445,,0,[-0.41935483870967744],[-0.31626928471248245],[1],[0],[0],[0.8100000000000023],"[""button_left_main""]",324.445,326.433,326.433,326.433,[],[],[],[],[],[],[],,326.433,326.434,-0.419354839,-0.316269285,0,0,0,,0,62,62,122,1,3,word,MOBILE,cursive,mobile_c.png,,,
