counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,348.4814,348.6797,348.6798,349.1796,,,,,,,,,,,,0.6197,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,68,0,349.18,349.813,z,1,0.6197,,[],[],[],[],[],[],[],349.813,351.813,351.813,351.8132,[],[],[],[],[],[],[],,351.8133,351.8133,0.303664232,-0.264066746,0,0,0,,0,67,67,36,1,4,RL,rabigly,cursive,rabigly_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,351.8147,352.0131,352.0131,352.5129,,,,,,,,,,,,0.4485,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,69,1,352.5133,352.9628,z,0,0.4485,,[],[],[],[],[],[],[],352.9629,354.9626,354.9626,356.3295,[],[],[],[],[],[],[],m,356.3296,356.3296,0.303664232,-0.26353176,0,0,0,,0,68,68,130,1,4,word,POLICY,cursive,policy_c.png,1.3542,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,356.3301,356.5292,356.5292,357.0295,,,,,,,,,,,,1.9638,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,70,0,357.03,358.996,m,0,1.9638,,[],[],[],[],[],[],[],358.9961,360.9961,360.9963,360.9964,[],[],[],[],[],[],[],,360.9965,360.9966,0.303664232,-0.26270805,0,0,0,,0,69,69,47,1,4,RL,stopave,print,stopave_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,360.9979,361.1962,361.1963,361.6962,,,,,,,,,,,,0.3369,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,71,0,361.6968,362.046,z,1,0.3369,,[],[],[],[],[],[],[],362.046,364.0463,364.0463,364.0464,[],[],[],[],[],[],[],,364.0465,364.0466,0.303664232,-0.261693274,0,0,0,,0,70,70,11,1,4,RL,clisimal,print,clisimal_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,364.048,364.2462,364.2463,364.7462,,,,,,,,,,,,2.0782,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,72,0,364.7465,366.8294,m,0,2.0782,,[],[],[],[],[],[],[],366.8295,368.8295,368.8295,368.8297,[],[],[],[],[],[],[],,368.8298,368.8299,0.303664232,-0.261408798,0,0,0,,0,71,71,79,1,4,TL,tritube,print,tritube_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,368.8312,369.0295,369.0295,369.5292,,,,,,,,,,,,0.9648,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,73,0,369.5296,370.496,m,1,0.9648,,[],[],[],[],[],[],[],370.496,372.496,372.496,372.4962,[],[],[],[],[],[],[],,372.4962,372.4963,0.303664232,-0.261137058,0,0,0,,0,72,72,94,1,4,word,CLINICAL,print,clinical_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,372.4973,372.6961,372.6961,373.1962,,,,,,,,,,,,1.2511,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,74,1,373.1967,374.4627,m,0,1.2511,,[],[],[],[],[],[],[],374.4627,376.4617,376.4618,378.6292,[],[],[],[],[],[],[],m,378.6292,378.6293,0.303685462,-0.260602072,0,0,0,,0,73,73,34,1,4,RL,posity,cursive,posity_c.png,2.156,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,378.63,378.8292,378.8293,379.3295,,,,,,,,,,,,2.9682,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,75,0,379.33,382.3125,m,1,2.9682,,[],[],[],[],[],[],[],382.3125,384.3128,384.3128,384.313,[],[],[],[],[],[],[],,384.3131,384.3131,0.303685462,-0.260602072,0,0,0,,0,74,74,109,1,4,word,GRATEFUL,print,grateful_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,384.3145,384.5127,384.5128,385.0124,,,,,,,,,,,,2.8045,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,76,0,385.0129,387.8294,m,0,2.8045,,[],[],[],[],[],[],[],387.8294,389.8293,389.8293,389.8295,[],[],[],[],[],[],[],,389.8297,389.8297,0.303685462,-0.259846298,0,0,0,,0,75,75,54,1,4,TL,codemy,print,codemy_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,389.831,390.0293,390.0294,390.5293,,,,,,,,,,,,0.9915,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,77,1,390.5298,391.5294,z,1,0.9915,,[],[],[],[],[],[],[],391.5295,393.5294,393.5294,395.1127,[],[],[],[],[],[],[],z,395.1127,395.1128,0.303685462,-0.259846298,0,0,0,,0,76,76,77,1,4,TL,spemicen,cursive,spemicen_c.png,1.5807,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,395.1139,395.3127,395.3127,395.8126,,,,,,,,,,,,1.0145,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,78,0,395.8131,396.8291,m,0,1.0145,,[],[],[],[],[],[],[],396.8293,398.829,398.829,398.8291,[],[],[],[],[],[],[],,398.8291,398.8291,0.303685462,-0.258037534,0,0,0,,0,77,77,53,1,4,TL,cemerony,print,cemerony_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,398.8293,399.028,399.028,399.5289,,,,,,,,,,,,1.019,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,79,0,399.529,400.5613,m,1,1.019,,[],[],[],[],[],[],[],400.5614,402.5623,402.5623,402.5625,[],[],[],[],[],[],[],,402.5625,402.5625,0.303685462,-0.257778533,0,0,0,,0,78,78,83,1,4,word,ANIMAL,cursive,animal_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,402.5632,402.7614,402.7614,403.2623,,,,,,,,,,,,0.8202,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,80,0,403.2625,404.0959,z,1,0.8202,,[],[],[],[],[],[],[],404.0959,406.0957,406.0957,406.0958,[],[],[],[],[],[],[],,406.0958,410.046,0.302849015,-0.253396739,0,0,0,space,0,79,79,57,1,4,TL,etidor,print,etidor_p.png,,,3.9385,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,410.0472,410.2452,410.2452,410.7459,,,,,,,,,,,,0.4366,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,81,0,410.7464,411.1952,z,1,0.4366,,[],[],[],[],[],[],[],411.1953,413.1955,413.1955,413.1956,[],[],[],[],[],[],[],,413.1956,413.1958,0.302849015,-0.253396739,0,0,0,,0,80,80,55,1,4,TL,corevage,cursive,corevage_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,413.1968,413.3958,413.3959,413.8958,,,,,,,,,,,,0.6364,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,82,0,413.8962,414.5449,z,1,0.6364,,[],[],[],[],[],[],[],414.545,416.5449,416.5449,416.5451,[],[],[],[],[],[],[],,416.5451,416.5453,0.302849015,-0.253396739,0,0,0,,0,81,81,69,1,4,TL,quafily,print,quafily_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,416.5466,416.7448,416.7449,417.2455,,,,,,,,,,,,0.4321,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,83,0,417.246,417.6791,z,1,0.4321,,[],[],[],[],[],[],[],417.6792,419.6791,419.6791,419.6793,[],[],[],[],[],[],[],,419.6794,419.6794,0.302849015,-0.253396739,0,0,0,,0,82,82,3,1,4,RL,bewoted,print,bewoted_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,419.6806,419.8785,419.8786,420.3791,,,,,,,,,,,,2.6507,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,84,0,420.3796,423.0457,m,0,2.6507,,[],[],[],[],[],[],[],423.0457,425.0458,425.0458,425.046,[],[],[],[],[],[],[],,425.0461,425.0461,0.302849015,-0.252309783,0,0,0,,0,83,83,71,1,4,TL,racidal,print,racidal_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,425.0475,425.2455,425.2456,425.7448,,,,,,,,,,,,0.0052,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,85,0,425.7453,425.7624,z,1,0.0052,,[],[],[],[],[],[],[],425.7626,427.7624,427.7625,427.7627,[],[],[],[],[],[],[],,427.7628,427.7629,0.302849015,-0.252309783,0,0,0,,0,84,84,6,1,4,RL,caleberia,cursive,caleberia_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,427.7642,427.9614,427.9615,428.4624,,,,,,,,,,,,6.5367,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,86,0,428.463,435.0125,z,0,6.5367,,[],[],[],[],[],[],[],435.0125,437.0115,437.0115,437.0116,[],[],[],[],[],[],[],,437.0117,437.0118,0.302849015,-0.252309783,0,0,0,,0,85,85,97,1,4,word,COVERAGE,cursive,coverage_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,437.0128,437.2118,437.2118,437.7123,,,,,,,,,,,,1.1532,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,87,0,437.7128,438.879,z,0,1.1532,,[],[],[],[],[],[],[],438.8791,440.879,440.879,440.8791,[],[],[],[],[],[],[],,440.8792,440.8793,0.302849015,-0.252309783,0,0,0,,0,86,86,126,1,4,word,OPTIMAL,print,optimal_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,440.8805,441.0789,441.079,441.5782,,,,,,,,,,,,7.8656,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,88,0,441.5788,449.4455,z,0,7.8656,,[],[],[],[],[],[],[],449.4456,451.4455,451.4456,451.4457,[],[],[],[],[],[],[],,451.4457,451.4458,0.302849015,-0.251554008,0,0,0,,0,87,87,115,1,4,word,LOGICAL,print,logical_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,451.447,451.6448,451.6449,452.1457,,,,,,,,,,,,4.1062,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,89,0,452.1463,456.2614,z,0,4.1062,,[],[],[],[],[],[],[],456.2615,458.2623,458.2623,458.2625,[],[],[],[],[],[],[],,458.2626,458.2627,0.302849015,-0.251554008,0,0,0,,0,88,88,121,1,4,word,MISTAKE,print,mistake_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,458.264,458.4613,458.4613,458.9613,,,,,,,,,,,,2.4656,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,90,0,458.9618,461.4284,z,1,2.4656,,[],[],[],[],[],[],[],461.4284,463.4279,463.428,463.4282,[],[],[],[],[],[],[],,463.4282,463.4282,0.302590014,-0.252560292,0,0,0,,0,89,89,22,1,4,RL,linedal,cursive,linedal_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,463.4292,463.6289,463.629,464.128,,,,,,,,,,,,2.8254,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,91,0,464.1285,466.9622,z,0,2.8254,,[],[],[],[],[],[],[],466.9622,468.9619,468.9619,468.9621,[],[],[],[],[],[],[],,468.9621,468.9622,0.302331012,-0.253069803,0,0,0,,0,90,90,87,1,4,word,CAFETERIA,cursive,cafeteria_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,468.9628,469.1613,469.1613,469.662,,,,,,,,,,,,3.2527,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,92,0,469.6625,472.9288,m,1,3.2527,,[],[],[],[],[],[],[],472.9288,474.9288,474.9289,474.929,[],[],[],[],[],[],[],,474.929,474.9291,0.302331012,-0.252819293,0,0,0,,0,91,91,112,1,4,word,LIBERAL,cursive,liberal_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,474.9304,475.1289,475.129,475.6287,,,,,,,,,,,,1.4688,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,93,0,475.6292,477.1111,m,0,1.4688,,[],[],[],[],[],[],[],477.1112,479.1114,479.1115,479.1117,[],[],[],[],[],[],[],,479.1118,479.112,0.302331012,-0.252016814,0,0,0,,0,92,92,14,1,4,RL,delahe,cursive,delahe_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,479.1135,479.312,479.312,479.8112,,,,,,,,,,,,9.4156,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,94,0,479.8118,489.2282,z,0,9.4156,,[],[],[],[],[],[],[],489.2283,491.2287,491.2288,491.229,[],[],[],[],[],[],[],,491.229,491.2291,0.302331012,-0.252016814,0,0,0,,0,93,93,84,1,4,word,BELOVED,print,beloved_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,491.2299,491.4288,491.4288,491.9287,,,,,,,,,,,,0.4583,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,95,0,491.9292,492.3954,z,0,0.4583,,[],[],[],[],[],[],[],492.3955,494.3954,494.3954,494.3956,[],[],[],[],[],[],[],,494.3957,494.3958,0.302331012,-0.252016814,0,0,0,,0,94,94,122,1,4,word,MOBILE,print,mobile_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,494.397,494.5954,494.5955,495.0954,,,,,,,,,,,,0.8297,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,96,1,495.0961,495.9284,m,0,0.8297,,[],[],[],[],[],[],[],495.9284,497.9284,497.9284,501.7117,[],[],[],[],[],[],[],m,501.7118,501.7118,0.302331012,-0.247868546,0,0,0,,0,95,95,15,1,4,RL,debave,cursive,debave_c.png,3.7714,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,501.7124,501.9115,501.9115,502.412,,,,,,,,,,,,1.9974,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,97,0,502.4124,504.4112,m,1,1.9974,,[],[],[],[],[],[],[],504.4113,506.4119,506.4119,506.4122,[],[],[],[],[],[],[],,506.4122,506.4122,0.302331012,-0.247613791,0,0,0,,0,96,96,80,1,4,word,ACADEMY,print,academy_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,506.4135,506.612,506.6121,507.1119,,,,,,,,,,,,3.2516,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,98,1,507.1124,510.3783,m,0,3.2516,,[],[],[],[],[],[],[],510.3784,512.3786,512.3786,516.9786,[],[],[],[],[],[],[],m,516.9786,516.9787,0.302331012,-0.246293308,0,0,0,,0,97,97,42,1,4,RL,revune,print,revune_p.png,4.5918,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,516.9793,517.1784,517.1784,517.6785,,,,,,,,,,,,18.5016,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,99,0,517.679,536.1949,m,1,18.5016,,[],[],[],[],[],[],[],536.1949,538.1946,538.1947,538.1948,[],[],[],[],[],[],[],,538.1948,538.195,0.302331012,-0.245495075,0,0,0,,0,98,98,108,1,4,word,FORTUNE,cursive,fortune_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,538.196,538.3951,538.3952,538.895,,,,,,,,,,,,3.6951,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,100,0,538.8956,542.5948,m,1,3.6951,,[],[],[],[],[],[],[],542.5948,544.5951,544.5952,544.5954,[],[],[],[],[],[],[],,544.5954,544.5955,0.302076257,-0.244446332,0,0,0,,0,99,99,96,1,4,word,CONSIDER,cursive,consider_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,544.5969,544.7947,544.7947,545.2947,,,,,,,,,,,,6.9976,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,101,0,545.2951,552.2946,m,1,6.9976,,[],[],[],[],[],[],[],552.2947,554.295,554.295,554.2953,[],[],[],[],[],[],[],,554.2954,554.2955,0.302849015,-0.243669327,0,0,0,,0,100,100,119,1,4,word,MEMORY,print,memory_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,554.2968,554.4949,554.4949,554.995,,,,,,,,,,,,0.6971,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,102,0,554.9956,555.6949,m,0,0.6971,,[],[],[],[],[],[],[],555.6949,557.6949,557.695,557.6951,[],[],[],[],[],[],[],,557.6951,557.6952,0.302849015,-0.243418818,0,0,0,,0,101,101,38,1,4,RL,refakive,print,refakive_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,557.6964,557.8947,557.8948,558.395,,,,,,,,,,,,0.5136,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,103,0,558.3957,558.9114,m,0,0.5136,,[],[],[],[],[],[],[],558.9114,560.9116,560.9116,560.9118,[],[],[],[],[],[],[],,560.9118,560.9119,0.303388247,-0.241826596,0,0,0,,0,102,102,45,1,4,RL,spetisic,cursive,spetisic_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,560.9131,561.1116,561.1117,561.6117,,,,,,,,,,,,1.889,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,104,1,561.6121,563.5116,m,1,1.889,,[],[],[],[],[],[],[],563.5117,565.5116,565.5116,567.3446,[],[],[],[],[],[],[],m,567.3446,567.3447,0.301838485,-0.239971128,0,0,0,,0,103,103,120,1,4,word,MILITARY,print,military_p.png,1.8293,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,567.3453,567.5445,567.5445,568.0446,,,,,,,,,,,,6.7613,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,105,0,568.045,574.8113,m,0,6.7613,,[],[],[],[],[],[],[],574.8113,576.8113,576.8113,576.8115,[],[],[],[],[],[],[],,576.8115,576.8115,0.296182914,-0.244225543,0,0,0,,0,104,104,18,1,4,RL,disluge,print,disluge_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,576.8123,577.0114,577.0114,577.5115,,,,,,,,,,,,4.6907,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,106,0,577.5119,582.2112,m,1,4.6907,,[],[],[],[],[],[],[],582.2112,584.2115,584.2116,584.2117,[],[],[],[],[],[],[],,584.2118,584.2119,0.305056895,-0.23724949,0,0,0,,0,105,105,81,1,4,word,ADVISORY,cursive,advisory_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,584.2135,584.4113,584.4114,584.9114,,,,,,,,,,,,0.7356,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,107,0,584.9122,585.6613,m,0,0.7356,,[],[],[],[],[],[],[],585.6613,587.6614,587.6614,587.6617,[],[],[],[],[],[],[],,587.6617,587.6618,0.30480214,-0.236459749,0,0,0,,0,106,106,78,1,4,TL,stragety,print,stragety_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,587.6631,587.8615,587.8616,588.3615,,,,,,,,,,,,2.4482,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,108,1,588.3623,590.8114,m,1,2.4482,,[],[],[],[],[],[],[],590.8114,592.8116,592.8116,594.3111,[],[],[],[],[],[],[],m,594.3111,594.3112,0.306360394,-0.234909986,0,0,0,,0,107,107,134,1,4,word,QUALIFY,print,qualify_p.png,1.4967,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,594.3118,594.5113,594.5114,595.0106,,,,,,,,,,,,1.3206,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,109,0,595.011,596.3447,m,1,1.3206,,[],[],[],[],[],[],[],596.3448,598.3444,598.3444,598.3444,[],[],[],[],[],[],[],,598.3444,598.3445,0.306360394,-0.234115999,0,0,0,,0,108,108,144,1,4,word,RESIDENT,cursive,resident_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,598.3451,598.5448,598.5448,599.0446,,,,,,,,,,,,0.4404,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,110,0,599.0453,599.4947,m,0,0.4404,,[],[],[],[],[],[],[],599.4948,601.4945,601.4946,601.4947,[],[],[],[],[],[],[],,601.4947,601.4948,0.306360394,-0.233606488,0,0,0,,0,109,109,73,1,4,TL,regilion,print,regilion_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,601.496,601.6947,601.6948,602.1947,,,,,,,,,,,,0.918,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,111,0,602.1951,603.1279,m,1,0.918,,[],[],[],[],[],[],[],603.1279,605.1281,605.1281,605.1283,[],[],[],[],[],[],[],,605.1283,605.1284,0.306360394,-0.23283373,0,0,0,,0,110,110,113,1,4,word,LITERAL,cursive,literal_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,605.1298,605.328,605.328,605.828,,,,,,,,,,,,0.1462,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,112,0,605.8285,605.9778,m,1,0.1462,,[],[],[],[],[],[],[],605.9778,607.9779,607.9779,607.9781,[],[],[],[],[],[],[],,607.9781,607.9783,0.306360394,-0.232324219,0,0,0,,0,111,111,104,1,4,word,DOMINANT,cursive,dominant_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,607.9795,608.1779,608.178,608.6779,,,,,,,,,,,,3.015,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,113,0,608.6784,611.6943,m,0,3.015,,[],[],[],[],[],[],[],611.6944,613.6945,613.6947,613.6948,[],[],[],[],[],[],[],,613.6949,613.6951,0.306360394,-0.231818954,0,0,0,,0,112,112,72,1,4,TL,relugar,cursive,relugar_c.png,,,,,,
