counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,174.7949,174.9934,174.9935,175.4934,,,,,,,,,,,,2.3069,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,22,0,175.4941,177.8101,z,1,2.3069,,[],[],[],[],[],[],[],177.8102,179.8101,179.8101,179.8103,[],[],[],[],[],[],[],,,,179.8105,179.8105,0.139745137,-0.391343342,0,0,0,,0,21,21,21,1,4,RL,insibate,print,insibate_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,179.8119,180.01,180.01,180.5101,,,,,,,,,,,,1.0813,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,23,0,180.5107,181.5931,m,1,1.0813,,[],[],[],[],[],[],[],181.5932,183.5934,183.5935,183.5938,[],[],[],[],[],[],[],,,,183.5938,183.5939,0.139745137,-0.391343342,0,0,0,,0,22,22,86,1,4,word,BESIDE,print,beside_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,183.5953,183.7935,183.7936,184.2934,,,,,,,,,,,,0.8379,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,24,0,184.294,185.1436,z,1,0.8379,,[],[],[],[],[],[],[],185.1437,187.1435,187.1436,187.1438,[],[],[],[],[],[],[],,,,187.1438,187.144,0.139745137,-0.391343342,0,0,0,,0,23,23,40,1,4,RL,reconal,print,reconal_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,187.1453,187.3432,187.3433,187.8434,,,,,,,,,,,,5.5641,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,25,0,187.8439,193.4093,z,1,5.5641,,[],[],[],[],[],[],[],193.4093,195.4098,195.4099,195.4101,[],[],[],[],[],[],[],,,,195.4102,195.4102,0.139745137,-0.39109256,0,0,0,,0,24,24,5,1,4,RL,bebine,print,bebine_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,195.4112,195.6101,195.6102,196.1101,,,,,,,,,,,,1.9371,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,26,0,196.1106,198.0601,z,1,1.9371,,[],[],[],[],[],[],[],198.0603,200.0601,200.0601,200.0605,[],[],[],[],[],[],[],,,,200.0605,200.0606,0.139745137,-0.39109256,0,0,0,,0,25,25,15,1,4,RL,debave,cursive,debave_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,200.0618,200.2604,200.2605,200.76,,,,,,,,,,,,1.2057,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,27,0,200.7607,201.9767,z,1,1.2057,,[],[],[],[],[],[],[],201.9768,203.9767,203.9768,203.9771,[],[],[],[],[],[],[],,,,203.9772,203.9774,0.139745137,-0.39109256,0,0,0,,0,26,26,62,1,4,TL,locigal,print,locigal_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,203.9786,204.1766,204.1767,204.6767,,,,,,,,,,,,1.3041,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,28,0,204.6773,205.9932,z,1,1.3041,,[],[],[],[],[],[],[],205.9933,207.9931,207.9931,207.9934,[],[],[],[],[],[],[],,,,207.9934,207.9935,0.139745137,-0.39109256,0,0,0,,0,27,27,39,1,4,RL,relone,cursive,relone_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,207.9948,208.1934,208.1935,208.6933,,,,,,,,,,,,0.6534,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,29,0,208.6941,209.36,m,1,0.6534,,[],[],[],[],[],[],[],209.3601,211.36,211.36,211.3603,[],[],[],[],[],[],[],,,,211.3603,211.3604,0.139745137,-0.39109256,0,0,0,,0,28,28,119,1,4,word,MEMORY,print,memory_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,211.3617,211.5599,211.5601,212.0593,,,,,,,,,,,,0.9875,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,30,1,212.06,213.0601,m,1,0.9875,,[],[],[],[],[],[],[],213.0602,215.06,215.0601,216.6101,[],[],[],[],[],[],[],z,1.5376,,216.6101,216.6102,0.139745137,-0.39109256,0,0,0,,0,29,29,112,1,4,word,LIBERAL,cursive,liberal_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,216.6114,216.8101,216.8101,217.3099,,,,,,,,,,,,1.0459,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,31,0,217.3104,218.3601,m,1,1.0459,,[],[],[],[],[],[],[],218.3602,220.3601,220.3601,220.3603,[],[],[],[],[],[],[],,,,220.3603,220.3605,0.139745137,-0.39109256,0,0,0,,0,30,30,95,1,4,word,COMEDY,print,comedy_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,220.3619,220.56,220.56,221.0602,,,,,,,,,,,,1.4821,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,32,0,221.0608,222.5439,z,0,1.4821,,[],[],[],[],[],[],[],222.544,224.5434,224.5434,224.5436,[],[],[],[],[],[],[],,,,224.5436,224.5437,0.139745137,-0.39109256,0,0,0,,0,31,31,102,1,4,word,DENSITY,cursive,density_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,224.5449,224.7434,224.7435,225.2433,,,,,,,,,,,,0.7867,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,33,0,225.2438,226.0431,z,1,0.7867,,[],[],[],[],[],[],[],226.0431,228.0434,228.0435,228.0436,[],[],[],[],[],[],[],,,,228.0437,228.0438,0.139745137,-0.39109256,0,0,0,,0,32,32,28,1,4,RL,mifikary,print,mifikary_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,228.0452,228.2433,228.2433,228.7434,,,,,,,,,,,,2.5869,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,34,0,228.744,231.3433,z,1,2.5869,,[],[],[],[],[],[],[],231.3434,233.3432,233.3433,233.3435,[],[],[],[],[],[],[],,,,233.3436,233.3436,0.139745137,-0.39109256,0,0,0,,0,33,33,13,1,4,RL,crisival,cursive,crisival_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,233.345,233.5433,233.5433,234.0433,,,,,,,,,,,,1.3873,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,35,1,234.044,235.4427,m,1,1.3873,,[],[],[],[],[],[],[],235.4428,237.4432,237.4433,239.6268,[],[],[],[],[],[],[],z,2.1825,,239.6268,239.627,0.139745137,-0.39109256,0,0,0,,0,34,34,104,1,4,word,DOMINANT,cursive,dominant_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,239.628,239.8265,239.8266,240.3266,,,,,,,,,,,,7.3979,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,36,0,240.3271,247.7267,m,0,7.3979,,[],[],[],[],[],[],[],247.7268,249.7269,249.7271,249.7272,[],[],[],[],[],[],[],,,,249.7272,249.7273,0.136629489,-0.385554101,0,0,0,,0,35,35,30,1,4,RL,nunewical,cursive,nunewical_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,249.7285,249.9259,249.926,250.4266,,,,,,,,,,,,1.3152,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,37,0,250.4272,251.7434,z,1,1.3152,,[],[],[],[],[],[],[],251.7436,253.7433,253.7434,253.7437,[],[],[],[],[],[],[],,,,253.7437,253.7438,0.136629489,-0.385554101,0,0,0,,0,36,36,57,1,4,TL,etidor,print,etidor_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,253.7452,253.9431,253.9431,254.4433,,,,,,,,,,,,1.656,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,38,0,254.444,256.1092,m,1,1.656,,[],[],[],[],[],[],[],256.1092,258.1099,258.1099,258.1102,[],[],[],[],[],[],[],,,,258.1102,258.1103,0.136629489,-0.385554101,0,0,0,,0,37,37,133,1,4,word,PROVIDE,cursive,provide_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,258.1116,258.3099,258.3099,258.8099,,,,,,,,,,,,1.8651,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,39,0,258.8106,260.6767,m,1,1.8651,,[],[],[],[],[],[],[],260.6768,262.6766,262.6767,262.6769,[],[],[],[],[],[],[],,,,262.677,262.6771,0.136629489,-0.385554101,0,0,0,,0,38,38,88,1,4,word,CAMERA,print,camera_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,262.6785,262.8767,262.8767,263.3765,,,,,,,,,,,,1.1918,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,40,0,263.3772,264.5767,m,1,1.1918,,[],[],[],[],[],[],[],264.5768,266.5766,266.5766,266.5768,[],[],[],[],[],[],[],,,,266.5769,266.577,0.136629489,-0.385554101,0,0,0,,0,39,39,137,1,4,word,RAPIDLY,cursive,rapidly_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,266.5782,266.7766,266.7766,267.2767,,,,,,,,,,,,0.8648,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,41,1,267.2772,268.1433,m,0,0.8648,,[],[],[],[],[],[],[],268.1434,270.1433,270.1434,271.9256,[],[],[],[],[],[],[],z,1.7761,,271.9256,271.9257,0.136629489,-0.385554101,0,0,0,,0,40,40,79,1,4,TL,tritube,print,tritube_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,271.9269,272.1265,272.1266,272.6266,,,,,,,,,,,,2.7704,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,42,0,272.6271,275.4101,z,1,2.7704,,[],[],[],[],[],[],[],275.4101,277.4099,277.41,277.4103,[],[],[],[],[],[],[],,,,277.4104,277.4105,0.136629489,-0.385554101,0,0,0,,0,41,41,24,1,4,RL,marmipal,cursive,marmipal_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,277.4119,277.6099,277.61,278.1099,,,,,,,,,,,,0.804,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,43,0,278.1106,278.9266,z,1,0.804,,[],[],[],[],[],[],[],278.9266,280.9264,280.9264,280.9267,[],[],[],[],[],[],[],,,,280.9267,280.9269,0.136629489,-0.385554101,0,0,0,,0,42,42,74,1,4,TL,rerite,print,rerite_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,280.9282,281.1265,281.1266,281.6265,,,,,,,,,,,,2.1539,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,44,0,281.6273,283.792,z,1,2.1539,,[],[],[],[],[],[],[],283.792,285.7933,285.7934,285.7936,[],[],[],[],[],[],[],,,,285.7937,285.7938,0.136629489,-0.385554101,0,0,0,,0,43,43,65,1,4,TL,orepator,print,orepator_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,285.7951,285.9932,285.9932,286.4932,,,,,,,,,,,,1.022,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,45,0,286.494,287.5267,z,1,1.022,,[],[],[],[],[],[],[],287.5268,289.5265,289.5265,289.5268,[],[],[],[],[],[],[],,,,289.5269,289.527,0.136629489,-0.385554101,0,0,0,,0,44,44,35,1,4,RL,probice,cursive,probice_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,289.5283,289.7266,289.7267,290.2266,,,,,,,,,,,,0.837,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,46,0,290.2272,291.0763,z,1,0.837,,[],[],[],[],[],[],[],291.0764,293.0766,293.0767,293.0769,[],[],[],[],[],[],[],,,,293.077,293.0772,0.136629489,-0.385554101,0,0,0,,0,45,45,70,1,4,TL,quatily,print,quatily_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,293.0785,293.2766,293.2767,293.7765,,,,,,,,,,,,0.8202,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,47,0,293.7771,294.6099,m,1,0.8202,,[],[],[],[],[],[],[],294.61,296.6098,296.6098,296.6101,[],[],[],[],[],[],[],,,,296.6102,296.6102,0.136629489,-0.385554101,0,0,0,,0,46,46,84,1,4,word,BELOVED,print,beloved_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,296.6116,296.81,296.8101,297.3098,,,,,,,,,,,,2.7302,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,48,0,297.3108,300.0433,m,1,2.7302,,[],[],[],[],[],[],[],300.0434,302.0432,302.0433,302.0435,[],[],[],[],[],[],[],,,,302.0435,302.0436,0.136629489,-0.385554101,0,0,0,,0,47,47,89,1,4,word,CAPACITY,cursive,capacity_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,302.0451,302.2432,302.2433,302.7431,,,,,,,,,,,,1.9379,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,49,0,302.7437,304.6933,m,1,1.9379,,[],[],[],[],[],[],[],304.6934,306.6933,306.6933,306.6936,[],[],[],[],[],[],[],,,,306.6937,306.6938,0.136629489,-0.385554101,0,0,0,,0,48,48,109,1,4,word,GRATEFUL,print,grateful_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,306.6953,306.8931,306.8931,307.3932,,,,,,,,,,,,0.6707,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,50,0,307.3937,308.0762,z,1,0.6707,,[],[],[],[],[],[],[],308.0763,310.0765,310.0765,310.0767,[],[],[],[],[],[],[],,,,310.0767,310.077,0.136629489,-0.385554101,0,0,0,,0,49,49,25,1,4,RL,macise,print,macise_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,310.0783,310.2764,310.2765,310.7764,,,,,,,,,,,,0.7738,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,51,0,310.777,311.5599,z,1,0.7738,,[],[],[],[],[],[],[],311.56,313.5597,313.5599,313.5601,[],[],[],[],[],[],[],,,,313.5601,313.5602,0.136629489,-0.385554101,0,0,0,,0,50,50,66,1,4,TL,opmital,print,opmital_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,313.5615,313.7598,313.7599,314.2598,,,,,,,,,,,,0.9544,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,52,1,314.2604,315.227,z,1,0.9544,,[],[],[],[],[],[],[],315.227,317.2264,317.2266,321.5097,[],[],[],[],[],[],[],m,4.2707,,321.5097,321.5098,0.136629489,-0.385554101,0,0,0,,0,51,51,60,1,4,TL,hetirage,print,hetirage_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,321.5105,321.7095,321.7096,322.2088,,,,,,,,,,,,1.764,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,53,0,322.2095,323.9755,z,1,1.764,,[],[],[],[],[],[],[],323.9757,325.9765,325.9766,325.977,[],[],[],[],[],[],[],,,,325.9771,325.9773,0.136629489,-0.385554101,0,0,0,,0,52,52,45,1,4,RL,spetisic,cursive,spetisic_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,325.9797,326.1766,326.1767,326.6765,,,,,,,,,,,,1.1535,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,54,0,326.6778,327.8429,z,1,1.1535,,[],[],[],[],[],[],[],327.8429,329.8432,329.8433,329.8438,[],[],[],[],[],[],[],,,,329.8438,329.8439,0.136629489,-0.385554101,0,0,0,,0,53,53,72,1,4,TL,relugar,cursive,relugar_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,329.8456,330.0431,330.0431,330.5431,,,,,,,,,,,,1.432,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,55,1,330.5438,331.9766,m,1,1.432,,[],[],[],[],[],[],[],331.9767,333.9765,333.9765,337.0765,[],[],[],[],[],[],[],z,3.0991,,337.0766,337.0767,0.136629489,-0.385303319,0,0,0,,0,54,54,143,1,4,word,REMOVAL,print,removal_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,337.0779,337.2765,337.2765,337.7764,,,,,,,,,,,,4.4141,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,56,0,337.7771,342.1923,z,1,4.4141,,[],[],[],[],[],[],[],342.1923,344.1932,344.1932,344.1934,[],[],[],[],[],[],[],,,,344.1934,344.1934,0.137131053,-0.384776251,0,0,0,,0,55,55,10,1,4,RL,carminal,cursive,carminal_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,344.1945,344.3928,344.3928,344.8931,,,,,,,,,,,,1.4898,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,57,0,344.8938,346.3931,m,1,1.4898,,[],[],[],[],[],[],[],346.3932,348.393,348.3931,348.3933,[],[],[],[],[],[],[],,,,348.3933,348.3934,0.137131053,-0.385277816,0,0,0,,0,56,56,139,1,4,word,REGULAR,cursive,regular_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,348.3945,348.5932,348.5933,349.0931,,,,,,,,,,,,2.6964,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,58,0,349.0939,351.7927,m,1,2.6964,,[],[],[],[],[],[],[],351.7929,353.793,353.7931,353.7933,[],[],[],[],[],[],[],,,,353.7934,353.7935,0.137131053,-0.385277816,0,0,0,,0,57,57,118,1,4,word,MEDICINE,cursive,medicine_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,353.7948,353.9931,353.9931,354.493,,,,,,,,,,,,1.7203,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,59,0,354.4939,356.2265,m,1,1.7203,,[],[],[],[],[],[],[],356.2266,358.2264,358.2264,358.2267,[],[],[],[],[],[],[],,,,358.2267,358.2268,0.137131053,-0.385277816,0,0,0,,0,58,58,92,1,4,word,CATEGORY,cursive,category_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,358.2282,358.4264,358.4264,358.9264,,,,,,,,,,,,0.8322,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,60,0,358.9271,359.7604,z,1,0.8322,,[],[],[],[],[],[],[],359.7606,361.7588,361.7589,361.759,[],[],[],[],[],[],[],,,,361.759,361.7592,0.137131053,-0.385277816,0,0,0,,0,59,59,42,1,4,RL,revune,print,revune_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,361.7605,361.9597,361.9598,362.4594,,,,,,,,,,,,5.1565,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,61,0,362.46,367.6265,z,1,5.1565,,[],[],[],[],[],[],[],367.6266,369.6254,369.6255,369.6256,[],[],[],[],[],[],[],,,,369.6256,369.6258,0.137131053,-0.385277816,0,0,0,,0,60,60,59,1,4,TL,fornute,cursive,fornute_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,369.6269,369.8264,369.8265,370.3264,,,,,,,,,,,,0.7208,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,62,0,370.327,371.0598,m,1,0.7208,,[],[],[],[],[],[],[],371.0599,373.0597,373.0597,373.0599,[],[],[],[],[],[],[],,,,373.06,373.0601,0.137131053,-0.385277816,0,0,0,,0,61,61,154,1,4,word,STORAGE,print,storage_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,373.0615,373.2598,373.2598,373.7598,,,,,,,,,,,,0.6205,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,63,0,373.7605,374.3928,m,1,0.6205,,[],[],[],[],[],[],[],374.3928,376.3921,376.3922,376.3924,[],[],[],[],[],[],[],,,,376.3924,376.3925,0.137131053,-0.385277816,0,0,0,,0,62,62,122,1,4,word,MOBILE,print,mobile_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,376.3939,376.593,376.5931,377.0931,,,,,,,,,,,,0.8472,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,64,0,377.0938,377.9431,m,1,0.8472,,[],[],[],[],[],[],[],377.9432,379.943,379.943,379.9432,[],[],[],[],[],[],[],,,,379.9433,379.9434,0.137131053,-0.385277816,0,0,0,,0,63,63,126,1,4,word,OPTIMAL,print,optimal_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,379.9449,380.1431,380.1431,380.6431,,,,,,,,,,,,0.6704,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,65,0,380.6436,381.3261,z,1,0.6704,,[],[],[],[],[],[],[],381.3262,383.3261,383.3262,383.3263,[],[],[],[],[],[],[],,,,383.3264,383.3265,0.137131053,-0.385277816,0,0,0,,0,64,64,47,1,4,RL,stopave,print,stopave_p.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,383.328,383.5261,383.5261,384.0264,,,,,,,,,,,,1.1182,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,66,1,384.0269,385.1594,m,1,1.1182,,[],[],[],[],[],[],[],385.1595,387.1597,387.1598,388.0096,[],[],[],[],[],[],[],z,0.8391,,388.0097,388.0098,0.137131053,-0.385277816,0,0,0,,0,65,65,96,1,4,word,CONSIDER,cursive,consider_c.png,,,,
,,,,32116,001,2025-10-16_10h41.36.748,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,388.0106,388.2094,388.2094,388.7096,,,,,,,,,,,,0.8466,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,67,0,388.7105,389.5594,z,1,0.8466,,[],[],[],[],[],[],[],389.5595,391.5597,391.5597,391.5599,[],[],[],[],[],[],[],,,,391.5599,391.5602,0.137131053,-0.385277816,0,0,0,,0,66,66,31,1,4,RL,orimipal,print,orimipal_p.png,,,,
