counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,169.4384,169.6359,169.6361,170.136,,,,,,,,,,,,,,1.3199,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,22,0,170.1367,171.4693,z,1,1.3199,,[],[],[],[],[],[],[],171.4693,173.4693,173.4695,173.4697,[],[],[],[],[],[],[],,,,173.4699,173.47,-0.110805876,-0.246059783,0,0,0,,0,21,21,40,1,1,TL,atameur,print,atameur_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,173.4716,173.6693,173.6694,174.1691,,,,,,,,,,,,,,0.7866,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,23,0,174.1698,174.9693,z,1,0.7866,,[],[],[],[],[],[],[],174.9695,176.9693,176.9694,176.9698,[],[],[],[],[],[],[],,,,176.9699,176.97,-0.110805876,-0.246059783,0,0,0,,0,22,22,70,1,1,TL,relugar,print,relugar_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,176.9722,177.1693,177.1693,177.669,,,,,,,,,,,,,,1.2919,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,24,0,177.67,178.9693,z,0,1.2919,,[],[],[],[],[],[],[],178.9695,180.9693,180.9694,180.9698,[],[],[],[],[],[],[],,,,180.9699,180.9701,-0.110805876,-0.246059783,0,0,0,,0,23,23,134,1,1,word,QUALIFY,cursive,qualify_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,180.9725,181.1695,181.1695,181.6694,,,,,,,,,,,,,,0.6861,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,25,0,181.6704,182.3693,m,1,0.6861,,[],[],[],[],[],[],[],182.3693,184.3689,184.3689,184.3691,[],[],[],[],[],[],[],,,,184.3691,184.3691,-0.110805876,-0.246059783,0,0,0,,0,24,24,121,1,1,word,MISTAKE,print,mistake_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,184.3701,184.5693,184.5694,185.0688,,,,,,,,,,,,,,1.1911,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,26,0,185.069,186.2695,z,0,1.1911,,[],[],[],[],[],[],[],186.2696,188.2694,188.2694,188.2697,[],[],[],[],[],[],[],,,,188.2698,188.27,-0.110805876,-0.246059783,0,0,0,,0,25,25,135,1,1,word,QUALITY,cursive,quality_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,188.2718,188.4693,188.4693,188.9692,,,,,,,,,,,,,,0.969,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,27,1,188.9699,189.9525,m,1,0.969,,[],[],[],[],[],[],[],189.9526,191.9527,191.9528,193.0023,[],[],[],[],[],[],[],z,1.0355,,193.0024,193.0025,-0.111315387,-0.248641304,0,0,0,,0,26,26,152,1,1,word,SPECIMEN,cursive,specimen_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,193.0036,193.2026,193.2026,193.7025,,,,,,,,,,,,,,1.0649,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,28,0,193.7034,194.7691,m,1,1.0649,,[],[],[],[],[],[],[],194.7692,196.7693,196.7693,196.7696,[],[],[],[],[],[],[],,,,196.7696,196.7698,-0.111315387,-0.248641304,0,0,0,,0,27,27,98,1,1,word,CRIMINAL,print,criminal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,196.7713,196.9693,196.9693,197.4692,,,,,,,,,,,,,,0.9033,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,29,0,197.4699,198.3858,z,1,0.9033,,[],[],[],[],[],[],[],198.3859,200.3859,200.3859,200.3862,[],[],[],[],[],[],[],,,,200.3863,200.3864,-0.111315387,-0.248641304,0,0,0,,0,28,28,45,1,1,TL,cacapity,print,cacapity_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,200.3882,200.586,200.5861,201.0859,,,,,,,,,,,,,,2.4705,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,30,0,201.0864,203.5686,z,0,2.4705,,[],[],[],[],[],[],[],203.5687,205.5691,205.5693,205.5696,[],[],[],[],[],[],[],,,,205.5698,205.5699,-0.111315387,-0.248641304,0,0,0,,0,29,29,111,1,1,word,INDICATE,cursive,indicate_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,205.5724,205.7692,205.7693,206.2692,,,,,,,,,,,,,,1.6108,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,31,0,206.2701,207.886,z,1,1.6108,,[],[],[],[],[],[],[],207.8862,209.8859,209.886,209.8865,[],[],[],[],[],[],[],,,,209.8866,209.8868,-0.111315387,-0.248641304,0,0,0,,0,30,30,13,1,1,RL,linefal,print,linefal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,209.8897,210.0858,210.0859,210.5858,,,,,,,,,,,,,,1.2232,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,32,0,210.587,211.8193,z,1,1.2232,,[],[],[],[],[],[],[],211.8194,213.8193,213.8194,213.8197,[],[],[],[],[],[],[],,,,213.8198,213.82,-0.111315387,-0.248641304,0,0,0,,0,31,31,18,1,1,RL,mishafe,print,mishafe_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,213.8218,214.0191,214.0192,214.519,,,,,,,,,,,,,,1.0861,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,33,0,214.5196,215.6192,z,1,1.0861,,[],[],[],[],[],[],[],215.6193,217.6193,217.6194,217.6198,[],[],[],[],[],[],[],,,,217.6199,217.62,-0.111315387,-0.248641304,0,0,0,,0,32,32,19,1,1,RL,monebate,print,monebate_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,217.6219,217.8191,217.8191,218.3187,,,,,,,,,,,,,,0.9845,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,34,0,218.3193,219.3188,m,1,0.9845,,[],[],[],[],[],[],[],219.3189,221.3192,221.3194,221.3196,[],[],[],[],[],[],[],,,,221.3196,221.3198,-0.111315387,-0.248641304,0,0,0,,0,33,33,106,1,1,word,ELABORATE,print,elaborate_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,221.3216,221.5191,221.5191,222.0191,,,,,,,,,,,,,,1.5209,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,35,0,222.0199,223.5525,z,1,1.5209,,[],[],[],[],[],[],[],223.5527,225.5524,225.5524,225.5528,[],[],[],[],[],[],[],,,,225.5528,225.553,-0.111315387,-0.248641304,0,0,0,,0,34,34,62,1,1,TL,mitilary,print,mitilary_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,225.5547,225.7524,225.7524,226.2526,,,,,,,,,,,,,,0.7168,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,36,0,226.2538,226.9856,m,1,0.7168,,[],[],[],[],[],[],[],226.9857,228.9858,228.9858,228.9862,[],[],[],[],[],[],[],,,,228.9863,228.9865,-0.110521399,-0.248641304,0,0,0,,0,35,35,84,1,1,word,BELOVED,print,beloved_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,228.9892,229.1857,229.1858,229.6875,,,,,,,,,,,,,,0.8168,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,37,0,229.6883,230.5191,z,1,0.8168,,[],[],[],[],[],[],[],230.5191,232.519,232.5191,232.5193,[],[],[],[],[],[],[],,,,232.5193,232.5195,-0.110521399,-0.248641304,0,0,0,,0,36,36,6,1,1,RL,crisival,print,crisival_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,232.5212,232.719,232.719,233.219,,,,,,,,,,,,,,1.1367,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,38,0,233.2197,234.369,m,1,1.1367,,[],[],[],[],[],[],[],234.369,236.3689,236.369,236.3692,[],[],[],[],[],[],[],,,,236.3693,236.3695,-0.110521399,-0.248641304,0,0,0,,0,37,37,137,1,1,word,RAPIDLY,cursive,rapidly_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,236.371,236.569,236.5691,237.069,,,,,,,,,,,,,,0.9032,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,39,0,237.0698,237.9848,z,1,0.9032,,[],[],[],[],[],[],[],237.9848,239.9862,239.9866,239.9871,[],[],[],[],[],[],[],,,,239.9873,239.9875,-0.110521399,-0.248641304,0,0,0,,0,38,38,52,1,1,TL,decilate,cursive,decilate_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,239.9903,240.185,240.185,240.6857,,,,,,,,,,,,,,0.821,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,40,0,240.6866,241.5182,m,1,0.821,,[],[],[],[],[],[],[],241.5183,243.5186,243.5186,243.5188,[],[],[],[],[],[],[],,,,243.5189,243.5189,-0.108929178,-0.248615829,0,0,0,,0,39,39,123,1,1,word,MODERATE,print,moderate_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,243.52,243.7191,243.7191,244.218,,,,,,,,,,,,,,1.2368,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,41,1,244.2187,245.4681,m,0,1.2368,,[],[],[],[],[],[],[],245.4681,247.469,247.469,248.2523,[],[],[],[],[],[],[],z,0.7711,,248.2523,248.2525,-0.108929178,-0.248615829,0,0,0,,0,40,40,48,1,1,TL,cemerony,cursive,cemerony_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,248.2535,248.4512,248.4514,248.9523,,,,,,,,,,,,,,1.0698,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,42,0,248.9531,250.0356,z,1,1.0698,,[],[],[],[],[],[],[],250.0356,252.0356,252.0357,252.0361,[],[],[],[],[],[],[],,,,252.0362,252.0363,-0.108929178,-0.248615829,0,0,0,,0,41,41,34,1,1,RL,samite,print,samite_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,252.0386,252.2356,252.2357,252.7357,,,,,,,,,,,,,,0.8565,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,43,0,252.7366,253.6025,z,1,0.8565,,[],[],[],[],[],[],[],253.6025,255.6024,255.6025,255.6027,[],[],[],[],[],[],[],,,,255.6028,255.6029,-0.108929178,-0.248615829,0,0,0,,0,42,42,58,1,1,TL,incidate,cursive,incidate_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,255.6047,255.8013,255.8013,256.3023,,,,,,,,,,,,,,0.8193,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,44,0,256.3032,257.1355,z,0,0.8193,,[],[],[],[],[],[],[],257.1357,259.1347,259.1349,259.1351,[],[],[],[],[],[],[],,,,259.1352,259.1353,-0.109200917,-0.248097826,0,0,0,,0,43,43,130,1,1,word,POLICY,cursive,policy_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,259.1369,259.3356,259.3357,259.8355,,,,,,,,,,,,,,1.1032,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,45,0,259.8362,260.9513,m,1,1.1032,,[],[],[],[],[],[],[],260.9514,262.9522,262.9523,262.9525,[],[],[],[],[],[],[],,,,262.9525,262.9526,-0.109200917,-0.248097826,0,0,0,,0,44,44,95,1,1,word,COMEDY,cursive,comedy_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,262.9544,263.1523,263.1524,263.6514,,,,,,,,,,,,,,0.9064,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,46,0,263.6522,264.568,z,1,0.9064,,[],[],[],[],[],[],[],264.568,266.5689,266.569,266.5691,[],[],[],[],[],[],[],,,,266.5693,266.5694,-0.109200917,-0.248097826,0,0,0,,0,45,45,42,1,1,TL,befenit,print,befenit_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,266.571,266.768,266.7681,267.2688,,,,,,,,,,,,,,0.7699,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,47,0,267.2693,268.0522,z,0,0.7699,,[],[],[],[],[],[],[],268.0523,270.0514,270.0514,270.0519,[],[],[],[],[],[],[],,,,270.052,270.0521,-0.109200917,-0.248097826,0,0,0,,0,46,46,149,1,1,word,SENATOR,cursive,senator_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,270.0544,270.2523,270.2523,270.7522,,,,,,,,,,,,,,0.8651,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,48,1,270.7528,271.6189,z,1,0.8651,,[],[],[],[],[],[],[],271.6189,273.6181,273.6181,276.0343,[],[],[],[],[],[],[],z,2.4074,,276.0343,276.0344,-0.109200917,-0.248097826,0,0,0,,0,47,47,26,1,1,RL,quafidy,cursive,quafidy_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,276.0353,276.2355,276.2357,276.7347,,,,,,,,,,,,,,1.6424,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,49,0,276.7355,278.3848,z,1,1.6424,,[],[],[],[],[],[],[],278.385,280.3855,280.3855,280.3859,[],[],[],[],[],[],[],,,,280.3859,280.3861,-0.109200917,-0.248097826,0,0,0,,0,48,48,63,1,1,TL,molibe,cursive,molibe_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,280.3887,280.5845,280.5847,281.0855,,,,,,,,,,,,,,0.9184,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,50,1,281.0867,282.0188,z,1,0.9184,,[],[],[],[],[],[],[],282.0189,284.0188,284.0189,285.0681,[],[],[],[],[],[],[],z,1.0385,,285.0683,285.0684,-0.109200917,-0.248097826,0,0,0,,0,49,49,14,1,1,RL,lofase,print,lofase_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,285.0694,285.2679,285.2679,285.768,,,,,,,,,,,,,,1.2197,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,51,1,285.7687,287.0012,m,1,1.2197,,[],[],[],[],[],[],[],287.0013,289.0018,289.0021,290.6515,[],[],[],[],[],[],[],z,1.6373,,290.6519,290.6523,-0.109200917,-0.248097826,0,0,0,,0,50,50,88,1,1,word,CAMERA,cursive,camera_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,290.6553,290.8512,290.8512,291.3525,,,,,,,,,,,,,,0.9364,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,52,0,291.3538,292.302,z,1,0.9364,,[],[],[],[],[],[],[],292.302,294.3034,294.3034,294.3036,[],[],[],[],[],[],[],,,,294.3036,294.3036,-0.109752887,-0.255341372,0,0,0,,0,51,51,60,1,1,TL,manire,print,manire_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,294.3042,294.5012,294.5012,295.0022,,,,,,,,,,,,,,1.5199,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,53,0,295.003,296.5346,z,1,1.5199,,[],[],[],[],[],[],[],296.5348,298.5353,298.5354,298.5356,[],[],[],[],[],[],[],,,,298.5357,298.5359,-0.109752887,-0.255341372,0,0,0,,0,52,52,73,1,1,TL,ronamtic,cursive,ronamtic_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,298.5384,298.7355,298.7355,299.2354,,,,,,,,,,,,,,0.92,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,54,0,299.2363,300.1678,z,1,0.92,,[],[],[],[],[],[],[],300.1679,302.1687,302.1691,302.1701,[],[],[],[],[],[],[],,,,302.1705,302.1706,-0.109752887,-0.255341372,0,0,0,,0,53,53,53,1,1,TL,dentisy,cursive,dentisy_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,302.1726,302.3689,302.369,302.8688,,,,,,,,,,,,,,0.3264,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,55,0,302.8699,303.2011,m,0,0.3264,,[],[],[],[],[],[],[],303.2013,305.2022,305.2022,305.2024,[],[],[],[],[],[],[],,,,305.2025,305.2026,-0.109752887,-0.255341372,0,0,0,,0,54,54,17,1,1,RL,menowy,cursive,menowy_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,305.2046,305.4011,305.4012,305.902,,,,,,,,,,,,,,0.2483,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,56,1,305.9026,306.1519,m,0,0.2483,,[],[],[],[],[],[],[],306.1521,308.1521,308.1522,308.2022,[],[],[],[],[],[],[],z,0.0361,,308.2022,308.2024,-0.109752887,-0.255341372,0,0,0,,0,55,55,71,1,1,TL,regilion,cursive,regilion_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,308.2038,308.4021,308.4021,308.902,,,,,,,,,,,,,,0.1871,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,57,0,308.9026,309.102,m,0,0.1871,,[],[],[],[],[],[],[],309.1021,311.1021,311.1021,311.1024,[],[],[],[],[],[],[],,,,311.1025,311.1026,-0.109752887,-0.255341372,0,0,0,,0,56,56,28,1,1,RL,renutal,print,renutal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,311.1043,311.3013,311.3013,311.8012,,,,,,,,,,,,,,0.0545,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,58,0,311.8018,311.8689,m,0,0.0545,,[],[],[],[],[],[],[],311.869,313.8688,313.8689,313.8694,[],[],[],[],[],[],[],,,,313.8697,313.87,-0.109752887,-0.255341372,0,0,0,,0,57,57,38,1,1,RL,stopave,cursive,stopave_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,313.873,314.0678,314.068,314.5687,,,,,,,,,,,,,,0.0741,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,59,0,314.5696,314.6521,m,0,0.0741,,[],[],[],[],[],[],[],314.6523,316.6519,316.652,316.6522,[],[],[],[],[],[],[],,,,316.6522,316.6523,-0.109752887,-0.255341372,0,0,0,,0,58,58,69,1,1,TL,radiply,cursive,radiply_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,316.6535,316.852,316.852,317.352,,,,,,,,,,,,,,0.1081,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,60,0,317.3527,317.4683,m,1,0.1081,,[],[],[],[],[],[],[],317.4685,319.4679,319.4681,319.4683,[],[],[],[],[],[],[],,,,319.4684,319.4685,-0.109752887,-0.255341372,0,0,0,,0,59,59,129,1,1,word,PARENT,cursive,parent_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,319.4699,319.6687,319.6688,320.1678,,,,,,,,,,,,,,0.4208,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,61,0,320.1686,320.6013,m,1,0.4208,,[],[],[],[],[],[],[],320.6013,322.6021,322.6021,322.6023,[],[],[],[],[],[],[],,,,322.6024,322.6025,-0.109752887,-0.255341372,0,0,0,,0,60,60,81,1,1,word,ADVISORY,cursive,advisory_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,322.6044,322.802,322.8021,323.3012,,,,,,,,,,,,,,1.0895,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,62,0,323.3018,324.4017,z,1,1.0895,,[],[],[],[],[],[],[],324.4017,326.4021,326.4022,326.4025,[],[],[],[],[],[],[],,,,326.4027,326.4028,-0.109752887,-0.255341372,0,0,0,,0,61,61,7,1,1,RL,delahe,print,delahe_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,326.4043,326.602,326.602,327.102,,,,,,,,,,,,,,1.7893,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,63,0,327.1028,328.9021,z,0,1.7893,,[],[],[],[],[],[],[],328.9021,330.9019,330.9019,330.9021,[],[],[],[],[],[],[],,,,330.9021,330.9023,-0.109752887,-0.255341372,0,0,0,,0,62,62,150,1,1,word,SENTIMENT,cursive,sentiment_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,330.9035,331.102,331.102,331.6019,,,,,,,,,,,,,,1.2565,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,64,0,331.6025,332.8685,m,1,1.2565,,[],[],[],[],[],[],[],332.8685,334.8687,334.8688,334.8691,[],[],[],[],[],[],[],,,,334.8691,334.8693,-0.109752887,-0.255341372,0,0,0,,0,63,63,100,1,1,word,DECADE,print,decade_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,334.8717,335.0686,335.0687,335.5686,,,,,,,,,,,,,,1.2243,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,65,0,335.5692,336.802,m,1,1.2243,,[],[],[],[],[],[],[],336.8021,338.802,338.8021,338.8026,[],[],[],[],[],[],[],,,,338.8027,338.8028,-0.109752887,-0.255341372,0,0,0,,0,64,64,147,1,1,word,ROMANTIC,cursive,romantic_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,338.8045,339.002,339.0021,339.5021,,,,,,,,,,,,,,1.4643,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,66,1,339.5029,340.9702,m,1,1.4643,,[],[],[],[],[],[],[],340.9703,342.9686,342.9687,344.9687,[],[],[],[],[],[],[],z,1.9925,,344.9687,344.9689,-0.109752887,-0.255341372,0,0,0,,0,65,65,157,1,1,word,VALIDITY,cursive,validity_c.png,,,
