counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,270.6212,270.8119,270.812,271.31,,,,,,,,,,,,2.6412,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,26,0,271.3107,273.96,m,1,2.6412,,[],[],[],[],[],[],[],273.96,275.963,275.9631,275.9634,[],[],[],[],[],[],[],,275.9635,275.9637,0.008246528,-0.396171875,0,0,1,,0,25,25,121,1,1,word,MISTAKE,print,mistake_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,275.9741,276.1628,276.1628,276.6637,,,,,,,,,,,,1.6714,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,27,0,276.6645,278.3459,m,0,1.6714,,[],[],[],[],[],[],[],278.3462,280.3474,280.3475,280.3479,[],[],[],[],[],[],[],,280.3479,280.348,0.008246528,-0.396171875,0,0,1,,0,26,26,52,1,1,TL,decilate,cursive,decilate_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,280.3492,280.5462,280.5462,281.046,,,,,,,,,,,,1.0882,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,28,0,281.0467,282.1433,z,1,1.0882,,[],[],[],[],[],[],[],282.1435,284.1432,284.1433,284.1438,[],[],[],[],[],[],[],,284.1438,284.144,0.008246528,-0.396171875,0,0,1,,0,27,27,11,1,1,RL,elacodate,print,elacodate_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,284.1456,284.3432,284.3433,284.8458,,,,,,,,,,,,1.1559,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,29,0,284.8465,286.01,m,1,1.1559,,[],[],[],[],[],[],[],286.0101,288.0124,288.0125,288.0128,[],[],[],[],[],[],[],,288.0129,288.013,0.008246528,-0.396171875,0,0,1,,0,28,28,140,1,1,word,RELATIVE,cursive,relative_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,288.0148,288.211,288.2111,288.71,,,,,,,,,,,,0.8082,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,30,0,288.7105,289.5268,z,1,0.8082,,[],[],[],[],[],[],[],289.5269,291.5278,291.528,291.5282,[],[],[],[],[],[],[],,291.5283,291.5284,0.008246528,-0.396171875,0,0,1,,0,29,29,30,1,1,RL,relone,print,relone_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,291.5299,291.7266,291.7267,292.2274,,,,,,,,,,,,1.4793,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,31,0,292.2281,293.7101,m,0,1.4793,,[],[],[],[],[],[],[],293.7102,295.7117,295.7118,295.7121,[],[],[],[],[],[],[],,295.7121,295.7123,0.008246528,-0.396171875,0,0,1,,0,30,30,75,1,1,TL,speficic,cursive,speficic_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,295.7233,295.9121,295.9122,296.4113,,,,,,,,,,,,0.7598,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,32,0,296.4119,297.1801,m,1,0.7598,,[],[],[],[],[],[],[],297.1802,299.178,299.1781,299.1784,[],[],[],[],[],[],[],,299.1785,299.1786,0.008246528,-0.396171875,0,0,1,,0,31,31,113,1,1,word,LITERAL,print,literal_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,299.1889,299.3768,299.3769,299.8773,,,,,,,,,,,,0.9581,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,33,0,299.8781,300.8435,m,0,0.9581,,[],[],[],[],[],[],[],300.8436,302.8472,302.8474,302.848,[],[],[],[],[],[],[],,302.8483,302.8484,0.008246528,-0.396171875,0,0,1,,0,32,32,1,1,1,RL,adnicory,cursive,adnicory_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,302.8595,303.0451,303.0451,303.5441,,,,,,,,,,,,0.7578,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,34,1,303.5447,304.313,m,1,0.7578,,[],[],[],[],[],[],[],304.3132,306.3101,306.3102,307.9976,[],[],[],[],[],[],[],m,307.9978,307.9978,0.008246528,-0.396171875,0,0,1,,0,33,33,97,1,1,word,COVERAGE,print,coverage_p.png,1.6754,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,308.008,308.1934,308.1935,308.6946,,,,,,,,,,,,4.2928,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,35,0,308.6953,312.9965,z,1,4.2928,,[],[],[],[],[],[],[],312.9967,314.995,314.995,314.9954,[],[],[],[],[],[],[],,314.9954,314.9955,0.008246528,-0.396171875,0,0,1,,0,34,34,50,1,1,TL,condiser,cursive,condiser_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,315.0061,315.1947,315.1948,315.6934,,,,,,,,,,,,1.1084,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,36,0,315.6943,316.8122,m,1,1.1084,,[],[],[],[],[],[],[],316.8124,318.8126,318.8126,318.813,[],[],[],[],[],[],[],,318.813,318.8133,0.008246528,-0.396171875,0,0,1,,0,35,35,80,1,1,word,ACADEMY,cursive,academy_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,318.8242,319.0124,319.0126,319.511,,,,,,,,,,,,2.4779,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,37,0,319.5119,321.9944,z,1,2.4779,,[],[],[],[],[],[],[],321.9946,323.9936,323.9936,323.9939,[],[],[],[],[],[],[],,323.994,323.9941,0.008246528,-0.396171875,0,0,1,,0,36,36,27,1,1,RL,rasibal,print,rasibal_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,324.0046,324.1966,324.1967,324.6936,,,,,,,,,,,,1.1739,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,38,1,324.6943,325.8784,z,1,1.1739,,[],[],[],[],[],[],[],325.8785,327.8769,327.8769,329.3604,[],[],[],[],[],[],[],z,329.3606,329.3606,0.008246528,-0.396171875,0,0,1,,0,37,37,5,1,1,RL,cobeny,cursive,cobeny_c.png,1.4754,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,329.3707,329.5612,329.5612,330.0614,,,,,,,,,,,,2.5062,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,39,0,330.062,332.5771,m,1,2.5062,,[],[],[],[],[],[],[],332.5772,334.5768,334.5769,334.5771,[],[],[],[],[],[],[],,334.5772,334.5774,0.008246528,-0.396171875,0,0,1,,0,38,38,105,1,1,word,EDITOR,cursive,editor_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,334.5879,334.7792,334.7793,335.2788,,,,,,,,,,,,1.2595,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,40,0,335.2795,336.5451,m,1,1.2595,,[],[],[],[],[],[],[],336.5453,338.5468,338.5469,338.5472,[],[],[],[],[],[],[],,338.5473,338.5474,0.008246528,-0.396171875,0,0,1,,0,39,39,84,1,1,word,BELOVED,print,beloved_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,338.5492,338.7468,338.7469,339.2439,,,,,,,,,,,,1.2916,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,41,0,339.2443,340.5461,z,1,1.2916,,[],[],[],[],[],[],[],340.5463,342.5449,342.545,342.5453,[],[],[],[],[],[],[],,342.5454,342.5455,0.008246528,-0.396171875,0,0,1,,0,40,40,21,1,1,RL,opcifal,print,opcifal_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,342.5472,342.7437,342.7438,343.2449,,,,,,,,,,,,1.1738,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,42,0,343.2457,344.4304,m,1,1.1738,,[],[],[],[],[],[],[],344.4305,346.428,346.4281,346.4283,[],[],[],[],[],[],[],,346.4284,346.4285,0.008246528,-0.396171875,0,0,1,,0,41,41,99,1,1,word,DEBATE,print,debate_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,346.4301,346.6289,346.6291,347.1283,,,,,,,,,,,,1.2067,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,43,0,347.1289,348.3439,m,1,1.2067,,[],[],[],[],[],[],[],348.3441,350.3446,350.3447,350.3449,[],[],[],[],[],[],[],,350.3451,350.3452,0.008246528,-0.396171875,0,0,1,,0,42,42,102,1,1,word,DENSITY,cursive,density_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,350.3467,350.5447,350.5447,351.0456,,,,,,,,,,,,0.8538,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,44,0,351.0462,351.9121,z,1,0.8538,,[],[],[],[],[],[],[],351.9123,353.9118,353.9119,353.9126,[],[],[],[],[],[],[],,353.9126,353.9127,0.008246528,-0.396171875,0,0,1,,0,43,43,41,1,1,TL,bevoled,print,bevoled_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,353.9145,354.112,354.1121,354.6115,,,,,,,,,,,,0.7551,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,45,0,354.6123,355.3797,z,1,0.7551,,[],[],[],[],[],[],[],355.3799,357.3797,357.3797,357.38,[],[],[],[],[],[],[],,357.3801,357.3802,0.008246528,-0.396171875,0,0,1,,0,44,44,13,1,1,RL,linefal,print,linefal_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,357.391,357.5802,357.5803,358.0772,,,,,,,,,,,,1.4812,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,46,0,358.0781,359.564,z,1,1.4812,,[],[],[],[],[],[],[],359.5642,361.5621,361.5622,361.5625,[],[],[],[],[],[],[],,361.5626,361.5628,0.008246528,-0.396171875,0,0,1,,0,45,45,51,1,1,TL,corevage,print,corevage_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,361.5734,361.7638,361.7639,362.2615,,,,,,,,,,,,1.027,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,47,0,362.2621,363.2949,m,1,1.027,,[],[],[],[],[],[],[],363.2951,365.2951,365.2952,365.2955,[],[],[],[],[],[],[],,365.2955,365.2957,0.008246528,-0.396171875,0,0,1,,0,46,46,86,1,1,word,BESIDE,print,beside_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,365.3062,365.495,365.4952,365.9951,,,,,,,,,,,,1.84,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,48,0,365.9958,367.8457,z,1,1.84,,[],[],[],[],[],[],[],367.8459,369.8439,369.844,369.8443,[],[],[],[],[],[],[],,369.8444,369.8461,0.008246528,-0.396171875,0,0,1,,0,47,47,22,1,1,RL,patisic,print,patisic_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,369.8566,370.0434,370.0435,370.544,,,,,,,,,,,,0.6974,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,49,0,370.5447,371.2466,m,1,0.6974,,[],[],[],[],[],[],[],371.2467,373.2447,373.2447,373.2449,[],[],[],[],[],[],[],,373.245,373.245,0.008246528,-0.396171875,0,0,1,,0,48,48,157,1,1,word,VALIDITY,cursive,validity_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,373.2561,373.4437,373.4437,373.9435,,,,,,,,,,,,1.0346,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,50,1,373.9442,374.9796,m,0,1.0346,,[],[],[],[],[],[],[],374.9797,376.981,376.981,378.0637,[],[],[],[],[],[],[],z,378.0638,378.0641,0.008246528,-0.396171875,0,0,1,,0,49,49,78,1,1,TL,vecolity,print,vecolity_p.png,1.078,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,378.0747,378.2619,378.262,378.7623,,,,,,,,,,,,4.0223,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,51,0,378.7631,382.7974,z,1,4.0223,,[],[],[],[],[],[],[],382.7976,384.7941,384.7942,384.7944,[],[],[],[],[],[],[],,384.7944,384.7947,0.008246528,-0.396171875,0,0,1,,0,50,50,63,1,1,TL,molibe,cursive,molibe_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,384.8056,384.9936,384.9937,385.4955,,,,,,,,,,,,1.2063,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,52,0,385.4964,386.7104,z,1,1.2063,,[],[],[],[],[],[],[],386.7104,388.7111,388.7111,388.7114,[],[],[],[],[],[],[],,388.7115,388.7117,0.008246528,-0.396171875,0,0,1,,0,51,51,60,1,1,TL,manire,print,manire_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,388.713,388.9108,388.9108,389.4111,,,,,,,,,,,,1.1758,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,53,0,389.4118,390.5956,m,1,1.1758,,[],[],[],[],[],[],[],390.5957,392.5941,392.5942,392.5944,[],[],[],[],[],[],[],,392.5945,392.5949,0.008246528,-0.396171875,0,0,1,,0,52,52,82,1,1,word,AMATEUR,print,amateur_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,392.5966,392.7941,392.7942,393.2936,,,,,,,,,,,,1.5575,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,54,0,393.2943,394.8603,m,1,1.5575,,[],[],[],[],[],[],[],394.8604,396.8627,396.8627,396.8631,[],[],[],[],[],[],[],,396.8631,396.8633,0.008246528,-0.396171875,0,0,1,,0,53,53,94,1,1,word,CLINICAL,cursive,clinical_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,396.8651,397.0636,397.0637,397.5618,,,,,,,,,,,,1.2962,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,55,0,397.5625,398.8617,z,1,1.2962,,[],[],[],[],[],[],[],398.8619,400.8617,400.8618,400.8621,[],[],[],[],[],[],[],,400.8621,400.8623,0.008246528,-0.396171875,0,0,1,,0,54,54,72,1,1,TL,remuse,print,remuse_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,400.864,401.0621,401.0621,401.562,,,,,,,,,,,,0.8069,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,56,0,401.5626,402.3788,m,1,0.8069,,[],[],[],[],[],[],[],402.3789,404.3777,404.3778,404.3781,[],[],[],[],[],[],[],,404.3782,404.3783,0.008246528,-0.396171875,0,0,1,,0,55,55,155,1,1,word,STRATEGY,cursive,strategy_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,404.3798,404.5788,404.5789,405.0789,,,,,,,,,,,,1.1058,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,57,0,405.0796,406.1937,m,1,1.1058,,[],[],[],[],[],[],[],406.1939,408.1959,408.1959,408.1962,[],[],[],[],[],[],[],,408.1963,408.1964,0.008246528,-0.396171875,0,0,1,,0,56,56,128,1,1,word,PACIFIC,print,pacific_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,408.1982,408.395,408.395,408.8953,,,,,,,,,,,,0.7568,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,58,0,408.8959,409.661,m,1,0.7568,,[],[],[],[],[],[],[],409.661,411.6603,411.6604,411.6607,[],[],[],[],[],[],[],,411.6608,411.661,0.008246528,-0.396171875,0,0,1,,0,57,57,90,1,1,word,CAPITAL,print,capital_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,411.6716,411.8615,411.8615,412.3609,,,,,,,,,,,,0.9753,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,59,0,412.3619,413.3464,m,1,0.9753,,[],[],[],[],[],[],[],413.3465,415.3466,415.3467,415.347,[],[],[],[],[],[],[],,415.347,415.3472,0.008246528,-0.396171875,0,0,1,,0,58,58,93,1,1,word,CEREMONY,cursive,ceremony_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,415.3585,415.5468,415.5469,416.0475,,,,,,,,,,,,0.876,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,60,0,416.0485,416.9308,m,1,0.876,,[],[],[],[],[],[],[],416.9309,418.931,418.9311,418.9313,[],[],[],[],[],[],[],,418.9314,418.9316,0.008246528,-0.396171875,0,0,1,,0,59,59,117,1,1,word,MARINE,print,marine_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,418.9428,419.1305,419.1306,419.6309,,,,,,,,,,,,2.0271,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,61,0,419.6319,421.6623,z,1,2.0271,,[],[],[],[],[],[],[],421.6624,423.6634,423.6635,423.6637,[],[],[],[],[],[],[],,423.6638,423.664,0.008246528,-0.396171875,0,0,1,,0,60,60,44,1,1,TL,cateferia,cursive,cateferia_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,423.6747,423.861,423.8611,424.361,,,,,,,,,,,,1.0753,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,62,0,424.3618,425.4473,z,1,1.0753,,[],[],[],[],[],[],[],425.4473,427.4457,427.4457,427.4461,[],[],[],[],[],[],[],,427.4461,427.4463,0.008246528,-0.396171875,0,0,1,,0,61,61,4,1,1,RL,carminal,print,carminal_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,427.4569,427.6444,427.6445,428.1481,,,,,,,,,,,,0.9583,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,63,0,428.1489,429.1111,z,1,0.9583,,[],[],[],[],[],[],[],429.1111,431.1131,431.1132,431.1134,[],[],[],[],[],[],[],,431.1134,431.1136,0.008246528,-0.396171875,0,0,1,,0,62,62,19,1,1,RL,monebate,print,monebate_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,431.1254,431.3113,431.3113,431.8124,,,,,,,,,,,,0.7575,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,64,0,431.8131,432.5812,m,1,0.7575,,[],[],[],[],[],[],[],432.5813,434.5786,434.5787,434.579,[],[],[],[],[],[],[],,434.579,434.5792,0.008246528,-0.396171875,0,0,1,,0,63,63,83,1,1,word,ANIMAL,print,animal_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,434.5807,434.7801,434.7802,435.2777,,,,,,,,,,,,3.1777,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,65,1,435.2784,438.4623,z,0,3.1777,,[],[],[],[],[],[],[],438.4624,440.4614,440.4614,441.8631,[],[],[],[],[],[],[],z,441.8632,441.8633,0.008246528,-0.396171875,0,0,1,,0,64,64,103,1,1,word,DISPUTE,cursive,dispute_c.png,1.4007,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,441.8732,442.0633,442.0634,442.5612,,,,,,,,,,,,1.0315,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,66,0,442.5618,443.5956,m,1,1.0315,,[],[],[],[],[],[],[],443.5957,445.5959,445.596,445.5961,[],[],[],[],[],[],[],,445.5961,445.5962,0.008246528,-0.396171875,0,0,1,,0,65,65,148,1,1,word,SALINE,print,saline_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,445.6045,445.7969,445.797,446.295,,,,,,,,,,,,0.8774,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,67,0,446.2957,447.181,m,1,0.8774,,[],[],[],[],[],[],[],447.1811,449.1779,449.1779,449.1782,[],[],[],[],[],[],[],,449.1783,449.1783,0.008246528,-0.396171875,0,0,1,,0,66,66,106,1,1,word,ELABORATE,print,elaborate_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,449.1894,449.3809,449.3809,449.8785,,,,,,,,,,,,0.7899,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,68,0,449.8793,450.679,m,1,0.7899,,[],[],[],[],[],[],[],450.6792,452.6786,452.6787,452.679,[],[],[],[],[],[],[],,452.679,452.6791,0.008246528,-0.396171875,0,0,1,,0,67,67,132,1,1,word,PROPOSAL,cursive,proposal_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,452.6806,452.878,452.878,453.3794,,,,,,,,,,,,0.7975,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,69,0,453.3802,454.1791,m,0,0.7975,,[],[],[],[],[],[],[],454.1792,456.1778,456.1779,456.1781,[],[],[],[],[],[],[],,456.1782,456.1783,0.008246528,-0.396171875,0,0,1,,0,68,68,40,1,1,TL,atameur,print,atameur_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,456.1798,456.3802,456.3802,456.8802,,,,,,,,,,,,1.2222,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,70,0,456.8809,458.1113,m,1,1.2222,,[],[],[],[],[],[],[],458.1114,460.1113,460.1114,460.1117,[],[],[],[],[],[],[],,460.1117,460.1118,0.008246528,-0.396171875,0,0,1,,0,69,69,96,1,1,word,CONSIDER,cursive,consider_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,460.1225,460.3112,460.3113,460.8143,,,,,,,,,,,,1.505,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,71,0,460.815,462.328,z,1,1.505,,[],[],[],[],[],[],[],462.3281,464.3275,464.3276,464.3278,[],[],[],[],[],[],[],,464.3279,464.328,0.008246528,-0.396171875,0,0,1,,0,70,70,46,1,1,TL,catipal,print,catipal_p.png,,,,,,
