counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,185.513,185.71,185.71,186.209,,,,,,,,,,,,,,0.841,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,24,0,186.21,187.077,m,1,0.841,,[],[],[],[],[],[],[],187.077,189.076,189.076,189.077,[],[],[],[],[],[],[],,189.077,189.078,0.045555556,-0.395555556,0,0,0,,0,23,23,142,1,3,word,REMOTE,print,remote_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,189.08,189.276,189.276,189.777,,,,,,,,,,,,,,0.719,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,25,1,189.777,190.51,m,1,0.719,,[],[],[],[],[],[],[],190.51,192.51,192.51,193.643,[],[],[],[],[],[],[],m,193.644,193.644,0.045555556,-0.395555556,0,0,0,,0,24,24,98,1,3,word,CRIMINAL,print,criminal_p.png,1.121,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,193.646,193.843,193.843,194.343,,,,,,,,,,,,,,0.855,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,26,0,194.344,195.21,z,1,0.855,,[],[],[],[],[],[],[],195.21,197.21,197.21,197.21,[],[],[],[],[],[],[],,197.21,197.211,0.045555556,-0.395555556,0,0,0,,0,25,25,21,1,3,RL,potugar,print,potugar_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,197.213,197.41,197.41,197.91,,,,,,,,,,,,,,3.442,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,27,0,197.911,201.377,z,1,3.442,,[],[],[],[],[],[],[],201.377,203.377,203.378,203.378,[],[],[],[],[],[],[],,203.378,203.379,0.045555556,-0.395555556,0,0,0,,0,26,26,59,1,3,TL,paficic,cursive,paficic_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,203.382,203.577,203.577,204.077,,,,,,,,,,,,,,1.403,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,28,0,204.078,205.51,m,1,1.403,,[],[],[],[],[],[],[],205.511,207.511,207.512,207.513,[],[],[],[],[],[],[],,207.513,207.514,0.045555556,-0.395555556,0,0,0,,0,27,27,100,1,3,word,DECADE,cursive,decade_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,207.516,207.71,207.711,208.211,,,,,,,,,,,,,,0.593,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,29,0,208.212,208.811,m,1,0.593,,[],[],[],[],[],[],[],208.811,210.81,210.811,210.811,[],[],[],[],[],[],[],,210.811,210.811,0.035555556,-0.394444444,0,0,0,,0,28,28,95,1,3,word,COMEDY,print,comedy_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,210.816,211.011,211.011,211.511,,,,,,,,,,,,,,0.822,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,30,0,211.512,212.343,m,1,0.822,,[],[],[],[],[],[],[],212.344,214.344,214.344,214.345,[],[],[],[],[],[],[],,214.345,214.345,0.035555556,-0.394444444,0,0,0,,0,29,29,138,1,3,word,REFUSAL,print,refusal_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,214.348,214.544,214.544,215.044,,,,,,,,,,,,,,0.59,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,31,0,215.045,215.645,m,1,0.59,,[],[],[],[],[],[],[],215.645,217.644,217.644,217.645,[],[],[],[],[],[],[],,217.645,217.645,0.035555556,-0.394444444,0,0,0,,0,30,30,124,1,3,word,NUMERICAL,print,numerical_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,217.648,217.844,217.844,218.344,,,,,,,,,,,,,,0.587,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,32,0,218.345,218.945,m,1,0.587,,[],[],[],[],[],[],[],218.945,220.944,220.944,220.945,[],[],[],[],[],[],[],,220.945,220.945,0.004444444,-0.378888889,0,0,0,,0,31,31,133,1,3,word,PROVIDE,print,provide_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,220.948,221.144,221.144,221.644,,,,,,,,,,,,,,1.053,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,33,1,221.645,222.711,z,0,1.053,,[],[],[],[],[],[],[],222.711,224.711,224.711,226.345,[],[],[],[],[],[],[],z,226.345,226.345,-0.027777778,-0.345555556,0,0,0,,0,32,32,108,1,3,word,FORTUNE,cursive,fortune_c.png,1.63,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,226.349,226.544,226.544,227.045,,,,,,,,,,,,,,2.755,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,34,0,227.046,229.811,m,1,2.755,,[],[],[],[],[],[],[],229.812,231.811,231.811,231.812,[],[],[],[],[],[],[],,231.812,231.812,-0.027777778,-0.345555556,0,0,0,,0,33,33,90,1,3,word,CAPITAL,cursive,capital_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,231.815,232.011,232.011,232.511,,,,,,,,,,,,,,2.059,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,35,0,232.511,234.579,z,1,2.059,,[],[],[],[],[],[],[],234.579,236.578,236.578,236.579,[],[],[],[],[],[],[],,236.579,236.579,-0.027777778,-0.345555556,0,0,0,,0,34,34,71,1,3,TL,sanile,cursive,sanile_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,236.581,236.778,236.778,237.278,,,,,,,,,,,,,,0.936,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,36,0,237.279,238.245,z,1,0.936,,[],[],[],[],[],[],[],238.245,240.245,240.245,240.246,[],[],[],[],[],[],[],,240.246,240.247,-0.027777778,-0.345555556,0,0,0,,0,35,35,33,1,3,TL,adsivory,print,adsivory_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,240.249,240.445,240.446,240.945,,,,,,,,,,,,,,0.937,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,37,0,240.946,241.912,z,1,0.937,,[],[],[],[],[],[],[],241.912,243.912,243.912,243.913,[],[],[],[],[],[],[],,243.913,243.913,-0.027777778,-0.345555556,0,0,0,,0,36,36,72,1,3,TL,senmitent,print,senmitent_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,243.915,244.112,244.112,244.611,,,,,,,,,,,,,,0.773,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,38,0,244.612,245.411,z,1,0.773,,[],[],[],[],[],[],[],245.411,247.412,247.412,247.413,[],[],[],[],[],[],[],,247.413,247.413,-0.028888889,-0.345555556,0,0,0,,0,37,37,23,1,3,RL,quakity,print,quakity_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,247.416,247.612,247.612,248.112,,,,,,,,,,,,,,0.819,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,39,1,248.113,248.946,m,1,0.819,,[],[],[],[],[],[],[],248.946,250.945,250.946,253.478,[],[],[],[],[],[],[],z,253.478,253.479,-0.037777778,-0.353333333,0,0,0,,0,38,38,118,1,3,word,MEDICINE,print,medicine_p.png,2.531,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,253.482,253.679,253.679,254.179,,,,,,,,,,,,,,0.779,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,40,1,254.18,254.979,z,1,0.779,,[],[],[],[],[],[],[],254.979,256.979,256.98,258.179,[],[],[],[],[],[],[],m,258.179,258.18,-0.037777778,-0.353333333,0,0,0,,0,39,39,53,1,3,TL,marnigal,print,marnigal_p.png,1.188,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,258.182,258.379,258.379,258.879,,,,,,,,,,,,,,1.573,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,41,0,258.88,260.478,z,1,1.573,,[],[],[],[],[],[],[],260.478,262.479,262.479,262.48,[],[],[],[],[],[],[],,262.48,262.48,-0.037777778,-0.353333333,0,0,0,,0,40,40,68,1,3,TL,revomal,cursive,revomal_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,262.482,262.68,262.685,263.179,,,,,,,,,,,,,,1.409,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,42,0,263.18,264.612,z,1,1.409,,[],[],[],[],[],[],[],264.612,266.613,266.613,266.614,[],[],[],[],[],[],[],,266.614,266.614,-0.037777778,-0.353333333,0,0,0,,0,41,41,37,1,3,TL,cacapity,cursive,cacapity_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,266.616,266.813,266.813,267.313,,,,,,,,,,,,,,0.723,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,43,0,267.314,268.046,m,1,0.723,,[],[],[],[],[],[],[],268.046,270.046,270.046,270.047,[],[],[],[],[],[],[],,270.047,270.047,-0.037777778,-0.353333333,0,0,0,,0,42,42,134,1,3,word,QUALIFY,print,qualify_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,270.05,270.247,270.247,270.746,,,,,,,,,,,,,,0.943,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,44,0,270.747,271.712,m,1,0.943,,[],[],[],[],[],[],[],271.713,273.713,273.716,273.733,[],[],[],[],[],[],[],,273.733,273.734,-0.041111111,-0.352222222,0,0,0,,0,43,43,112,1,3,word,LIBERAL,print,liberal_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,273.744,273.913,273.913,274.413,,,,,,,,,,,,,,0.904,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,45,0,274.414,275.346,m,1,0.904,,[],[],[],[],[],[],[],275.346,277.346,277.346,277.347,[],[],[],[],[],[],[],,277.347,277.347,-0.038888889,-0.361111111,0,0,0,,0,44,44,111,1,3,word,INDICATE,print,indicate_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,277.35,277.546,277.547,278.046,,,,,,,,,,,,,,1.891,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,46,0,278.047,279.947,z,1,1.891,,[],[],[],[],[],[],[],279.947,281.946,281.947,281.947,[],[],[],[],[],[],[],,281.947,281.947,-0.024444444,-0.368888889,0,0,0,,0,45,45,19,1,3,RL,opcifal,cursive,opcifal_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,281.949,282.146,282.147,282.647,,,,,,,,,,,,,,2.147,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,47,0,282.647,284.813,m,1,2.147,,[],[],[],[],[],[],[],284.814,286.813,286.813,286.814,[],[],[],[],[],[],[],,286.814,286.814,-0.024444444,-0.368888889,0,0,0,,0,46,46,126,1,3,word,OPTIMAL,cursive,optimal_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,286.818,287.013,287.013,287.514,,,,,,,,,,,,,,1.903,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,48,0,287.514,289.447,z,1,1.903,,[],[],[],[],[],[],[],289.447,291.447,291.448,291.449,[],[],[],[],[],[],[],,291.449,291.45,-0.024444444,-0.368888889,0,0,0,,0,47,47,70,1,3,TL,remuse,cursive,remuse_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,291.455,291.646,291.646,292.146,,,,,,,,,,,,,,0.785,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,49,0,292.147,292.946,m,1,0.785,,[],[],[],[],[],[],[],292.947,294.947,294.947,294.948,[],[],[],[],[],[],[],,294.948,294.949,-0.024444444,-0.368888889,0,0,0,,0,48,48,137,1,3,word,RAPIDLY,print,rapidly_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,294.952,295.147,295.147,295.647,,,,,,,,,,,,,,1.203,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,50,0,295.648,296.881,z,1,1.203,,[],[],[],[],[],[],[],296.881,298.881,298.881,298.882,[],[],[],[],[],[],[],,298.882,298.882,-0.024444444,-0.368888889,0,0,0,,0,49,49,13,1,3,RL,helicage,cursive,helicage_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,298.885,299.081,299.081,299.581,,,,,,,,,,,,,,1.675,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,51,0,299.581,301.281,z,1,1.675,,[],[],[],[],[],[],[],301.281,303.281,303.281,303.282,[],[],[],[],[],[],[],,303.282,303.282,-0.024444444,-0.368888889,0,0,0,,0,50,50,38,1,3,TL,carnidal,print,carnidal_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,303.287,303.481,303.481,303.981,,,,,,,,,,,,,,1.121,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,52,0,303.982,305.113,m,1,1.121,,[],[],[],[],[],[],[],305.114,307.114,307.114,307.115,[],[],[],[],[],[],[],,307.115,307.115,-0.024444444,-0.368888889,0,0,0,,0,51,51,86,1,3,word,BESIDE,cursive,beside_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,307.118,307.314,307.314,307.814,,,,,,,,,,,,,,3.74,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,53,0,307.815,311.58,m,0,3.74,,[],[],[],[],[],[],[],311.58,313.581,313.581,313.582,[],[],[],[],[],[],[],,313.582,313.582,-0.024444444,-0.368888889,0,0,0,,0,52,52,54,1,3,TL,manire,cursive,manire_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,313.585,313.781,313.781,314.281,,,,,,,,,,,,,,1.954,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,54,0,314.281,316.248,z,1,1.954,,[],[],[],[],[],[],[],316.248,318.248,318.248,318.248,[],[],[],[],[],[],[],,318.248,318.249,-0.024444444,-0.368888889,0,0,0,,0,53,53,36,1,3,TL,carema,cursive,carema_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,318.251,318.448,318.448,318.948,,,,,,,,,,,,,,1.228,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,55,0,318.949,320.181,m,1,1.228,,[],[],[],[],[],[],[],320.182,322.182,322.182,322.182,[],[],[],[],[],[],[],,322.182,322.183,-0.024444444,-0.368888889,0,0,0,,0,54,54,81,1,3,word,ADVISORY,print,advisory_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,322.186,322.381,322.382,322.881,,,,,,,,,,,,,,1.071,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,56,0,322.882,323.981,z,1,1.071,,[],[],[],[],[],[],[],323.981,325.982,325.982,325.982,[],[],[],[],[],[],[],,325.982,325.983,-0.024444444,-0.368888889,0,0,0,,0,55,55,40,1,3,TL,condiser,print,condiser_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,325.985,326.182,326.182,326.682,,,,,,,,,,,,,,1.07,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,57,0,326.682,327.782,z,1,1.07,,[],[],[],[],[],[],[],327.782,329.782,329.782,329.783,[],[],[],[],[],[],[],,329.783,329.784,-0.024444444,-0.368888889,0,0,0,,0,56,56,52,1,3,TL,locigal,cursive,locigal_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,329.787,329.981,329.981,330.482,,,,,,,,,,,,,,1.47,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,58,0,330.484,331.982,m,1,1.47,,[],[],[],[],[],[],[],331.982,333.982,333.982,333.982,[],[],[],[],[],[],[],,333.982,333.983,-0.024444444,-0.368888889,0,0,0,,0,57,57,153,1,3,word,STOLEN,cursive,stolen_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,333.986,334.182,334.182,334.682,,,,,,,,,,,,,,0.736,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,59,0,334.683,335.449,z,1,0.736,,[],[],[],[],[],[],[],335.449,337.449,337.449,337.449,[],[],[],[],[],[],[],,337.449,337.449,-0.024444444,-0.368888889,0,0,0,,0,58,58,50,1,3,TL,lirebal,print,lirebal_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,337.452,337.648,337.649,338.149,,,,,,,,,,,,,,0.978,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,60,0,338.149,339.149,m,1,0.978,,[],[],[],[],[],[],[],339.149,341.149,341.149,341.149,[],[],[],[],[],[],[],,341.149,341.15,-0.024444444,-0.368888889,0,0,0,,0,59,59,106,1,3,word,ELABORATE,print,elaborate_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,341.152,341.349,341.349,341.848,,,,,,,,,,,,,,1.928,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,61,0,341.849,343.782,m,1,1.928,,[],[],[],[],[],[],[],343.782,345.782,345.783,345.783,[],[],[],[],[],[],[],,345.783,345.784,-0.024444444,-0.368888889,0,0,0,,0,60,60,102,1,3,word,DENSITY,print,density_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,345.787,345.982,345.982,346.482,,,,,,,,,,,,,,2.306,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,62,1,346.483,348.816,m,1,2.306,,[],[],[],[],[],[],[],348.816,350.816,350.816,352.149,[],[],[],[],[],[],[],z,352.15,352.15,-0.024444444,-0.368888889,0,0,0,,0,61,61,158,1,3,word,VELOCITY,cursive,velocity_c.png,1.329,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,352.152,352.349,352.349,352.849,,,,,,,,,,,,,,0.755,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,63,0,352.85,353.616,m,1,0.755,,[],[],[],[],[],[],[],353.616,355.616,355.616,355.617,[],[],[],[],[],[],[],,355.617,355.617,-0.024444444,-0.368888889,0,0,0,,0,62,62,141,1,3,word,RELIGION,print,religion_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,355.619,355.816,355.816,356.316,,,,,,,,,,,,,,0.838,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,64,0,356.317,357.183,m,1,0.838,,[],[],[],[],[],[],[],357.183,359.183,359.183,359.183,[],[],[],[],[],[],[],,359.183,359.183,-0.024444444,-0.368888889,0,0,0,,0,63,63,152,1,3,word,SPECIMEN,print,specimen_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,359.185,359.383,359.383,359.882,,,,,,,,,,,,,,0.605,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,65,0,359.883,360.516,m,1,0.605,,[],[],[],[],[],[],[],360.516,362.516,362.516,362.516,[],[],[],[],[],[],[],,362.517,362.517,-0.024444444,-0.368888889,0,0,0,,0,64,64,139,1,3,word,REGULAR,print,regular_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,362.52,362.716,362.716,363.216,,,,,,,,,,,,,,0.509,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,66,0,363.218,363.75,m,1,0.509,,[],[],[],[],[],[],[],363.75,365.75,365.75,365.751,[],[],[],[],[],[],[],,365.751,365.751,-0.024444444,-0.368888889,0,0,0,,0,65,65,131,1,3,word,POPULAR,print,popular_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,365.755,365.949,365.949,366.45,,,,,,,,,,,,,,0.926,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,67,0,366.451,367.383,z,1,0.926,,[],[],[],[],[],[],[],367.384,369.383,369.383,369.384,[],[],[],[],[],[],[],,369.384,369.385,-0.024444444,-0.368888889,0,0,0,,0,66,66,35,1,3,TL,cateferia,print,cateferia_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,369.389,369.582,369.582,370.083,,,,,,,,,,,,,,1.188,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,68,0,370.083,371.289,m,1,1.188,,[],[],[],[],[],[],[],371.29,373.283,373.284,373.285,[],[],[],[],[],[],[],,373.285,373.286,-0.024444444,-0.368888889,0,0,0,,0,67,67,103,1,3,word,DISPUTE,print,dispute_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,373.292,373.484,373.484,373.983,,,,,,,,,,,,,,1.588,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,69,0,373.985,375.587,z,1,1.588,,[],[],[],[],[],[],[],375.587,377.583,377.584,377.584,[],[],[],[],[],[],[],,377.584,377.584,-0.024444444,-0.368888889,0,0,0,,0,68,68,1,1,3,RL,bewoted,cursive,bewoted_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,377.587,377.784,377.784,378.283,,,,,,,,,,,,,,1.236,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,70,0,378.284,379.55,z,1,1.236,,[],[],[],[],[],[],[],379.55,381.55,381.55,381.551,[],[],[],[],[],[],[],,381.551,381.551,-0.024444444,-0.368888889,0,0,0,,0,69,69,56,1,3,TL,meromy,print,meromy_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,381.554,381.75,381.75,382.25,,,,,,,,,,,,,,0.762,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,71,0,382.251,383.017,z,1,0.762,,[],[],[],[],[],[],[],383.017,385.017,385.017,385.018,[],[],[],[],[],[],[],,385.018,385.018,-0.024444444,-0.368888889,0,0,0,,0,70,70,7,1,3,RL,cobeny,print,cobeny_p.png,,,,,
