counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
list3,,0.4626,0.463,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,0.5282,36.0773,space,35.4629,,-0.150219298,-0.165570175,0,0,0,0,0,0,0,1,1,instructions,"INSTRUCTIONS
At the start of each trial, look at the plus sign  (+) in the center of the screen.  This tells you that a trial is about to begin and where to look. Second, the plus sign will disappear and a string of letters will appear. Your task is to determine if the string of letters is a word or not. If the item is a word press the M key (on keyboard)  or touch the word button (phone/tablet).  If the item is not a word,  press the  Z key (on keyboard)  or touch the nonword button (on phone/tablet). The items will be presented for a short time. 
Press the space bar or touch  continue.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,36.0825,41.0874,space,4.9798,,-0.150219298,-0.165570175,0,0,0,0,1,1,1,1,2,instructions,"If your device has a keyboard, press the 'Z' key for nonwords and the 'M' key for words.





Press the space bar or touch the button below to continue.",0,keyboard-example.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,41.0893,44.5097,space,3.4003,,-0.150219298,-0.165570175,0,0,0,0,2,2,2,1,3,instructions,"If you are using a touchscreen only device, use the buttons on the screen. Do not use the mouse.





Press the space bar or touch the button below to continue.",0,touchscreen-example.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,44.5121,105.5027,space,60.9607,,-0.150219298,-0.165570175,0,0,0,0,3,3,3,1,4,instructions,"It is very important that you respond as quickly and accurately as possible, as each letter string will only be on the screen for two seconds. If you do not respond within this time, the message 'Too slow!' will be displayed and the experiment will progress to the next letter string. The first 20 trials will be practice trials and you will receive feedback on your answers. 

Press the space bar or touch the button below to start the practice trials.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,105.5583,105.7015,105.7019,106.2017,106.202,111.002,m,1,4.7702,,[],[],[],[],[],[],[],4.7702,1,111.0028,111.5056,0,0,0,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,111.5084,111.7055,111.7055,112.2187,112.221,113.9905,m,1,1.7512,,[],[],[],[],[],[],[],1.7512,1,113.9907,114.4915,0,1,1,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,114.4936,114.6908,114.6909,115.1875,115.1908,116.2948,m,1,1.0888,,[],[],[],[],[],[],[],1.0888,1,116.295,116.7923,0,2,2,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,116.7951,116.992,116.9921,117.5057,117.507,118.8899,z,1,1.3684,,[],[],[],[],[],[],[],1.3684,1,118.8901,119.3945,0,3,3,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,119.397,119.5941,119.5942,120.1084,120.1117,122.5002,z,1,2.3715,,[],[],[],[],[],[],[],2.3715,1,122.5004,122.9922,0,4,4,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,122.9936,123.1826,123.1827,123.6809,123.6827,124.761,z,1,1.0516,,[],[],[],[],[],[],[],1.0516,1,124.7614,125.251,0,5,5,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,125.2527,125.4487,125.4488,125.9485,125.9498,127.1459,z,1,1.1675,,[],[],[],[],[],[],[],1.1675,1,127.1461,127.6498,0,6,6,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,127.6519,127.8495,127.8496,128.3497,128.3511,129.167,m,1,0.7846,,[],[],[],[],[],[],[],0.7846,1,129.1671,129.6675,0,7,7,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,129.6698,129.8677,129.8678,130.3808,130.3819,131.6691,z,1,1.2682,,[],[],[],[],[],[],[],1.2682,1,131.6694,132.1653,0,8,8,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,132.1671,132.3561,132.3563,132.8698,132.8708,133.8344,m,1,0.9346,,[],[],[],[],[],[],[],0.9346,1,133.8346,134.3374,0,9,9,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,134.3388,134.5375,134.5376,135.0379,135.0388,135.9182,m,1,0.851,,[],[],[],[],[],[],[],0.851,1,135.9183,136.4221,0,10,10,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,136.4233,136.6224,136.6224,137.1224,137.1237,138.007,m,1,0.8501,,[],[],[],[],[],[],[],0.8501,1,138.0071,138.5077,0,11,11,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,138.5095,138.7069,138.7069,139.2073,139.2083,140.1245,z,1,0.8855,,[],[],[],[],[],[],[],0.8855,1,140.1247,140.6252,0,12,12,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,140.6267,140.8211,140.8212,141.3345,141.3353,142.2429,z,1,0.8835,,[],[],[],[],[],[],[],0.8835,1,142.2429,142.7562,0,13,13,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,142.7584,142.973,142.9733,143.444,143.4455,144.5779,z,1,1.1021,,[],[],[],[],[],[],[],1.1021,1,144.578,145.0784,0,14,14,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,145.0801,145.2782,145.2783,145.7787,145.7795,146.5795,m,1,0.7836,,[],[],[],[],[],[],[],0.7836,1,146.5797,147.0798,0,15,15,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0901,149.4957,space,2.3695,,-0.150219298,-0.165570175,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,149.5274,149.698,149.698,150.2116,,,,,,,,,,,,,,1.445,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,1,0,150.2139,151.6626,m,1,1.445,,[],[],[],[],[],[],[],151.6629,153.6638,153.6642,153.6702,[],[],[],[],[],[],[],,153.6705,153.6782,-0.150219298,-0.165570175,0,0,0,,0,0,0,139,1,3,word,REGULAR,print,regular_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,153.6797,153.8672,153.8675,154.3678,,,,,,,,,,,,,,1.4957,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,2,0,154.3685,155.8691,z,1,1.4957,,[],[],[],[],[],[],[],155.8692,157.8706,157.8707,157.8711,[],[],[],[],[],[],[],,157.8712,157.8715,-0.150219298,-0.165570175,0,0,0,,0,1,1,14,1,3,RL,lofase,cursive,lofase_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,157.873,158.0703,158.0705,158.5706,,,,,,,,,,,,,,2.3968,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,3,0,158.5712,160.9691,m,0,2.3968,,[],[],[],[],[],[],[],160.9693,162.9572,162.9573,162.9574,[],[],[],[],[],[],[],,162.9574,162.9575,-0.150219298,-0.165570175,0,0,0,,0,2,2,75,1,3,TL,sloten,cursive,sloten_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,162.9589,163.1572,163.1573,163.6534,,,,,,,,,,,,,,1.1986,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,4,0,163.6541,164.8536,z,1,1.1986,,[],[],[],[],[],[],[],164.8536,166.8555,166.8557,166.856,[],[],[],[],[],[],[],,166.8561,166.8562,-0.150219298,-0.165570175,0,0,0,,0,3,3,21,1,3,RL,potugar,print,potugar_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,166.8579,167.0733,167.0734,167.5459,,,,,,,,,,,,,,1.4769,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,5,1,167.5465,169.028,m,1,1.4769,,[],[],[],[],[],[],[],169.0282,171.0292,171.0293,176.5498,[],[],[],[],[],[],[],z,176.5499,176.5501,-0.150219298,-0.165570175,0,0,0,,0,4,4,109,1,3,word,GRATEFUL,cursive,grateful_c.png,5.5179,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,176.5511,176.75,176.7501,177.2501,,,,,,,,,,,,,,4.7331,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,6,0,177.2508,181.9869,z,0,4.7331,,[],[],[],[],[],[],[],181.987,183.9885,183.9885,183.9894,[],[],[],[],[],[],[],,183.9895,183.9898,-0.150219298,-0.165570175,0,0,0,,0,5,5,126,1,3,word,OPTIMAL,cursive,optimal_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,183.9913,184.1884,184.1884,184.6889,,,,,,,,,,,,,,1.183,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,7,0,184.6896,185.8736,m,1,1.183,,[],[],[],[],[],[],[],185.8738,187.8741,187.8742,187.8744,[],[],[],[],[],[],[],,187.8744,187.8747,-0.150219298,-0.165570175,0,0,0,,0,6,6,90,1,3,word,CAPITAL,cursive,capital_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,187.8759,188.0744,188.0745,188.5749,,,,,,,,,,,,,,1.9966,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,8,0,188.576,190.5761,z,1,1.9966,,[],[],[],[],[],[],[],190.5762,192.5777,192.5778,192.578,[],[],[],[],[],[],[],,192.578,192.5782,-0.150219298,-0.165570175,0,0,0,,0,7,7,8,1,3,RL,cocewage,print,cocewage_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,192.5795,192.7775,192.7775,193.2776,,,,,,,,,,,,,,1.2982,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,9,0,193.2781,194.5788,z,0,1.2982,,[],[],[],[],[],[],[],194.5789,196.5801,196.5801,196.5806,[],[],[],[],[],[],[],,196.5807,196.5808,-0.150219298,-0.165570175,0,0,0,,0,8,8,108,1,3,word,FORTUNE,cursive,fortune_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,196.5825,196.7805,196.7806,197.2804,,,,,,,,,,,,,,3.6116,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,10,1,197.2809,200.8998,z,1,3.6116,,[],[],[],[],[],[],[],200.8999,202.9013,202.9013,203.9685,[],[],[],[],[],[],[],z,203.9687,203.969,-0.150219298,-0.165570175,0,0,0,,0,9,9,57,1,3,TL,moredate,cursive,moredate_c.png,1.0621,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,203.9706,204.1686,204.1686,204.6689,,,,,,,,,,,,,,1.193,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,11,0,204.6696,205.8696,m,0,1.193,,[],[],[],[],[],[],[],205.8697,207.8714,207.8714,207.8715,[],[],[],[],[],[],[],,207.8716,207.8718,-0.150219298,-0.165570175,0,0,0,,0,10,10,77,1,3,TL,vadility,cursive,vadility_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,207.8732,208.0712,208.0712,208.5716,,,,,,,,,,,,,,4.0022,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,12,0,208.5724,212.5755,z,1,4.0022,,[],[],[],[],[],[],[],212.5756,214.5722,214.5722,214.573,[],[],[],[],[],[],[],,214.5731,214.5732,-0.150219298,-0.165570175,0,0,0,,0,11,11,71,1,3,TL,sanile,cursive,sanile_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,214.5746,214.7719,214.772,215.276,,,,,,,,,,,,,,0.9971,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,13,1,215.2768,216.2771,m,1,0.9971,,[],[],[],[],[],[],[],216.2772,218.2658,218.2658,219.4921,[],[],[],[],[],[],[],m,219.4922,219.4925,-0.150219298,-0.165570175,0,0,0,,0,12,12,111,1,3,word,INDICATE,print,indicate_p.png,1.2257,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,219.4939,219.6958,219.6958,220.1802,,,,,,,,,,,,,,1.3121,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,14,1,220.1809,221.4971,m,1,1.3121,,[],[],[],[],[],[],[],221.4971,223.4985,223.4986,224.9343,[],[],[],[],[],[],[],m,224.9343,224.9345,-0.150219298,-0.165570175,0,0,0,,0,13,13,132,1,3,word,PROPOSAL,print,proposal_p.png,1.4347,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,224.936,225.1413,225.1413,225.6335,,,,,,,,,,,,,,1.4981,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,15,0,225.6344,227.1343,m,0,1.4981,,[],[],[],[],[],[],[],227.1344,229.1363,229.1364,229.1371,[],[],[],[],[],[],[],,229.1373,229.1374,-0.150219298,-0.165570175,0,0,0,,0,14,14,30,1,3,RL,strapely,print,strapely_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,229.1397,229.336,229.3361,229.8362,,,,,,,,,,,,,,1.4579,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,16,0,229.8367,231.2954,m,1,1.4579,,[],[],[],[],[],[],[],231.2955,233.2886,233.2886,233.2888,[],[],[],[],[],[],[],,233.2888,233.2893,-0.150219298,-0.165570175,0,0,0,,0,15,15,158,1,3,word,VELOCITY,cursive,velocity_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,233.2906,233.4886,233.4887,233.9968,,,,,,,,,,,,,,1.2316,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,17,0,233.9973,235.2297,m,1,1.2316,,[],[],[],[],[],[],[],235.23,237.2252,237.2254,237.226,[],[],[],[],[],[],[],,237.226,237.2261,-0.150219298,-0.165570175,0,0,0,,0,16,16,151,1,3,word,SPECIFIC,print,specific_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,237.2277,237.4161,237.4161,237.9165,,,,,,,,,,,,,,2.2006,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,18,0,237.9169,240.1184,z,0,2.2006,,[],[],[],[],[],[],[],240.1185,242.1111,242.1113,242.1116,[],[],[],[],[],[],[],,242.1117,242.112,-0.150219298,-0.165570175,0,0,0,,0,17,17,99,1,3,word,DEBATE,cursive,debate_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,242.1137,242.3175,242.3176,242.8118,,,,,,,,,,,,,,0.8595,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,19,0,242.8131,243.6792,m,1,0.8595,,[],[],[],[],[],[],[],243.6793,245.6891,245.6891,245.6893,[],[],[],[],[],[],[],,245.6894,245.6897,-0.150219298,-0.165570175,0,0,0,,0,18,18,150,1,3,word,SENTIMENT,print,sentiment_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,245.6913,245.881,245.881,246.3812,,,,,,,,,,,,,,1.473,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,20,0,246.3828,247.8657,z,1,1.473,,[],[],[],[],[],[],[],247.8658,249.8666,249.8667,249.867,[],[],[],[],[],[],[],,249.8671,249.8673,-0.150219298,-0.165570175,0,0,0,,0,19,19,16,1,3,RL,mishafe,cursive,mishafe_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,249.8693,250.0668,250.067,250.5674,,,,,,,,,,,,,,1.4443,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,21,0,250.5682,252.0181,m,1,1.4443,,[],[],[],[],[],[],[],252.0183,254.0196,254.0196,254.0199,[],[],[],[],[],[],[],,254.02,254.0202,-0.150219298,-0.165570175,0,0,0,,0,20,20,82,1,3,word,AMATEUR,print,amateur_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,254.0214,254.2194,254.2195,254.7199,,,,,,,,,,,,,,1.2329,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,22,0,254.7205,255.9547,z,1,1.2329,,[],[],[],[],[],[],[],255.9548,257.9554,257.9556,257.9559,[],[],[],[],[],[],[],,257.956,257.9561,-0.150219298,-0.165570175,0,0,0,,0,21,21,5,1,3,RL,capefory,cursive,capefory_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,257.9577,258.1557,258.1558,258.6559,,,,,,,,,,,,,,2.463,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,23,0,258.6564,261.1206,z,0,2.463,,[],[],[],[],[],[],[],261.1207,263.1221,263.1222,263.1224,[],[],[],[],[],[],[],,263.1225,263.1226,-0.150219298,-0.165570175,0,0,0,,0,22,22,143,1,3,word,REMOVAL,cursive,removal_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,263.1236,263.3257,263.3258,263.8351,,,,,,,,,,,,,,0.7659,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,24,0,263.8356,264.6104,m,0,0.7659,,[],[],[],[],[],[],[],264.6105,266.6193,266.6194,266.6196,[],[],[],[],[],[],[],,266.6196,266.6197,-0.150219298,-0.165570175,0,0,0,,0,23,23,49,1,3,TL,incidate,print,incidate_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,266.6209,266.8118,266.8119,267.312,,,,,,,,,,,,,,1.0248,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,25,1,267.3128,268.3385,m,0,1.0248,,[],[],[],[],[],[],[],268.3385,270.3306,270.3308,271.2152,[],[],[],[],[],[],[],m,271.2154,271.2157,-0.150219298,-0.165570175,0,0,0,,0,24,24,45,1,3,TL,dentisy,print,dentisy_p.png,0.8771,,,,,,
