counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,308.7414,308.9375,308.9375,309.4375,,,,,,,,,,,,0.5373,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,69,0,309.4386,309.9878,m,1,0.5373,,[],[],[],[],[],[],[],309.9881,311.987,311.987,311.9875,[],[],[],[],[],[],[],,311.9875,311.9877,-0.005104903,-0.268494117,0,0,0,,0,68,68,135,1,4,word,QUALITY,print,quality_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,311.99,312.1872,312.1872,312.6872,,,,,,,,,,,,0.5538,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,70,0,312.688,313.2539,m,0,0.5538,,[],[],[],[],[],[],[],313.254,315.2538,315.2539,315.2541,[],[],[],[],[],[],[],,315.2541,315.2543,-0.005104903,-0.268494117,0,0,0,,0,69,69,71,1,4,TL,racidal,print,racidal_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,315.2556,315.4539,315.454,315.9538,,,,,,,,,,,,0.8568,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,71,0,315.9545,316.8203,m,1,0.8568,,[],[],[],[],[],[],[],316.8203,318.8203,318.8204,318.8207,[],[],[],[],[],[],[],,318.8208,318.8209,-0.005104903,-0.268494117,0,0,0,,0,70,70,145,1,4,word,RESUME,print,resume_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,318.8223,319.0197,319.0197,319.5204,,,,,,,,,,,,0.4753,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,72,1,319.5209,320.0037,m,0,0.4753,,[],[],[],[],[],[],[],320.0038,322.003,322.003,322.9871,[],[],[],[],[],[],[],m,322.9872,322.9875,-0.005104903,-0.268494117,0,0,0,,0,71,71,58,1,4,TL,edivent,print,edivent_p.png,0.9723,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,322.9887,323.1868,323.1869,323.6867,,,,,,,,,,,,0.8545,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,73,0,323.6874,324.5535,m,1,0.8545,,[],[],[],[],[],[],[],324.5536,326.5533,326.5534,326.5536,[],[],[],[],[],[],[],,326.5537,326.5538,-0.005104903,-0.268494117,0,0,0,,0,72,72,148,1,4,word,SALINE,print,saline_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,326.5552,326.7522,326.7522,327.2526,,,,,,,,,,,,0.5531,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,74,0,327.2532,327.8191,m,0,0.5531,,[],[],[],[],[],[],[],327.8192,329.8201,329.8201,329.8203,[],[],[],[],[],[],[],,329.8204,329.8205,-0.005104903,-0.268494117,0,0,0,,0,73,73,64,1,4,TL,moredate,print,moredate_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,329.8218,330.0199,330.02,330.5199,,,,,,,,,,,,0.9203,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,75,0,330.5205,331.4533,z,1,0.9203,,[],[],[],[],[],[],[],331.4533,333.453,333.4531,333.4534,[],[],[],[],[],[],[],,333.4534,333.4536,-0.005104903,-0.268494117,0,0,0,,0,74,74,25,1,4,RL,macise,print,macise_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,333.4547,333.6532,333.6533,334.1531,,,,,,,,,,,,1.2204,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,76,0,334.1536,335.3863,z,1,1.2204,,[],[],[],[],[],[],[],335.3864,337.3859,337.3859,337.3861,[],[],[],[],[],[],[],,337.3862,337.3864,-0.005104903,-0.268494117,0,0,0,,0,75,75,44,1,4,RL,senvilent,print,senvilent_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,337.3877,337.5861,337.5863,338.086,,,,,,,,,,,,1.0207,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,77,0,338.0865,339.1194,m,1,1.0207,,[],[],[],[],[],[],[],339.1195,341.1193,341.1194,341.1196,[],[],[],[],[],[],[],,341.1196,341.1198,-0.005104903,-0.268494117,0,0,0,,0,76,76,97,1,4,word,COVERAGE,cursive,coverage_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,341.121,341.3189,341.3189,341.8193,,,,,,,,,,,,0.7227,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,78,1,341.8199,342.5526,m,0,0.7227,,[],[],[],[],[],[],[],342.5527,344.5521,344.5522,345.8025,[],[],[],[],[],[],[],z,345.8027,345.8028,-0.005104903,-0.268494117,0,0,0,,0,77,77,51,1,4,TL,adsivory,cursive,adsivory_c.png,1.2401,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,345.8042,346.0025,346.0025,346.5025,,,,,,,,,,,,0.9709,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,79,0,346.503,347.486,m,1,0.9709,,[],[],[],[],[],[],[],347.4861,349.4858,349.4858,349.486,[],[],[],[],[],[],[],,349.4861,349.4861,-0.005104903,-0.268494117,0,0,0,,0,78,78,107,1,4,word,EVIDENT,print,evident_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,349.4873,349.6856,349.6856,350.1856,,,,,,,,,,,,0.8034,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,80,0,350.1862,351.0019,z,1,0.8034,,[],[],[],[],[],[],[],351.0019,353.0021,353.0022,353.0024,[],[],[],[],[],[],[],,353.0025,357.6352,-0.01961201,-0.388546484,1,0,0,,0,79,79,72,1,4,TL,relugar,cursive,relugar_c.png,,,break_done_button,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,357.6357,357.8353,357.8353,358.3353,,,,,,,,,,,,0.8196,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,81,0,358.336,359.1684,m,1,0.8196,,[],[],[],[],[],[],[],359.1686,361.1683,361.1684,361.1685,[],[],[],[],[],[],[],,361.1686,361.1686,-0.011340452,-0.388546484,0,0,0,,0,80,80,155,1,4,word,STRATEGY,print,strategy_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,361.1692,361.3686,361.3686,361.8685,,,,,,,,,,,,0.6536,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,82,0,361.8693,362.5354,m,1,0.6536,,[],[],[],[],[],[],[],362.5354,364.535,364.5351,364.5354,[],[],[],[],[],[],[],,364.5355,364.5356,-0.011340452,-0.388546484,0,0,0,,0,81,81,94,1,4,word,CLINICAL,print,clinical_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,364.5368,364.735,364.735,365.235,,,,,,,,,,,,0.8241,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,83,0,365.2357,366.0685,z,1,0.8241,,[],[],[],[],[],[],[],366.0686,368.0682,368.0683,368.0685,[],[],[],[],[],[],[],,368.0686,368.0686,-0.011340452,-0.388546484,0,0,0,,0,82,82,40,1,4,RL,reconal,print,reconal_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,368.0699,368.2682,368.2682,368.7683,,,,,,,,,,,,0.8034,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,84,1,368.7688,369.5846,z,1,0.8034,,[],[],[],[],[],[],[],369.5846,371.5847,371.5848,372.5014,[],[],[],[],[],[],[],m,372.5015,372.5016,-0.011340452,-0.388546484,0,0,0,,0,83,83,65,1,4,TL,orepator,print,orepator_p.png,0.9129,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,372.5026,372.7014,372.7015,373.2016,,,,,,,,,,,,0.6737,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,85,0,373.2023,373.8841,z,0,0.6737,,[],[],[],[],[],[],[],373.8843,375.8848,375.8848,375.8849,[],[],[],[],[],[],[],,375.8849,375.8851,-0.011340452,-0.388546484,0,0,0,,0,84,84,91,1,4,word,CARDINAL,cursive,cardinal_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,375.886,376.0846,376.0846,376.5847,,,,,,,,,,,,0.6406,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,86,0,376.5852,377.2347,m,1,0.6406,,[],[],[],[],[],[],[],377.2349,379.2347,379.2347,379.235,[],[],[],[],[],[],[],,379.235,379.2351,-0.011340452,-0.388546484,0,0,0,,0,85,85,117,1,4,word,MARINE,print,marine_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,379.2365,379.4346,379.4347,379.9347,,,,,,,,,,,,1.0953,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,87,0,379.9353,381.0346,z,1,1.0953,,[],[],[],[],[],[],[],381.0347,383.0345,383.0345,383.0348,[],[],[],[],[],[],[],,383.0348,383.035,-0.011340452,-0.388546484,0,0,0,,0,86,86,39,1,4,RL,relone,cursive,relone_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,383.0361,383.2341,383.2341,383.7337,,,,,,,,,,,,2.4587,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,88,1,383.7347,386.2012,z,1,2.4587,,[],[],[],[],[],[],[],386.2013,388.2008,388.2008,390.3509,[],[],[],[],[],[],[],m,390.351,390.3513,-0.011340452,-0.388546484,0,0,0,,0,87,87,62,1,4,TL,locigal,print,locigal_p.png,2.1386,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,390.3525,390.5506,390.5506,391.0506,,,,,,,,,,,,0.6373,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,89,0,391.0513,391.7008,z,1,0.6373,,[],[],[],[],[],[],[],391.7012,393.7006,393.7006,393.7012,[],[],[],[],[],[],[],,393.7013,393.7014,-0.011340452,-0.388546484,0,0,0,,0,88,88,8,1,4,RL,casagity,cursive,casagity_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,393.7025,393.9,393.9,394.4005,,,,,,,,,,,,1.1579,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,90,0,394.4014,395.5663,m,0,1.1579,,[],[],[],[],[],[],[],395.5664,397.5672,397.5673,397.5677,[],[],[],[],[],[],[],,397.5677,397.5679,-0.011340452,-0.388546484,0,0,0,,0,89,89,66,1,4,TL,opmital,print,opmital_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,397.5691,397.7673,397.7673,398.267,,,,,,,,,,,,0.9216,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,91,0,398.2677,399.2004,z,1,0.9216,,[],[],[],[],[],[],[],399.2004,401.2004,401.2004,401.2007,[],[],[],[],[],[],[],,401.2007,401.2009,-0.011340452,-0.388546484,0,0,0,,0,90,90,11,1,4,RL,clisimal,print,clisimal_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,401.2024,401.4002,401.4003,401.9003,,,,,,,,,,,,2.2053,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,92,0,401.9009,404.1171,m,1,2.2053,,[],[],[],[],[],[],[],404.1172,406.1169,406.117,406.1171,[],[],[],[],[],[],[],,406.1172,406.1173,-0.011340452,-0.388546484,0,0,0,,0,91,91,130,1,4,word,POLICY,cursive,policy_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,406.1184,406.3168,406.3168,406.8167,,,,,,,,,,,,1.5227,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,93,1,406.8177,408.3501,z,0,1.5227,,[],[],[],[],[],[],[],408.3501,410.3499,410.35,411.4002,[],[],[],[],[],[],[],z,411.4003,411.4004,-0.011340452,-0.388546484,0,0,0,,0,92,92,116,1,4,word,MARGINAL,cursive,marginal_c.png,1.0413,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,411.4017,411.5999,411.5999,412.1,,,,,,,,,,,,0.6712,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,94,0,412.1006,412.7824,z,1,0.6712,,[],[],[],[],[],[],[],412.7825,414.783,414.7832,414.7835,[],[],[],[],[],[],[],,414.7835,414.7837,-0.011340452,-0.388546484,0,0,0,,0,93,93,26,1,4,RL,mesibine,cursive,mesibine_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,414.7853,414.9826,414.9826,415.4821,,,,,,,,,,,,1.2753,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,95,0,415.4827,416.7664,z,1,1.2753,,[],[],[],[],[],[],[],416.7666,418.7659,418.766,418.7661,[],[],[],[],[],[],[],,418.7661,418.7662,-0.011340452,-0.388546484,0,0,0,,0,94,94,67,1,4,TL,polupar,print,polupar_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,418.7668,418.9663,418.9663,419.4663,,,,,,,,,,,,1.3377,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,96,1,419.4672,420.8162,z,1,1.3377,,[],[],[],[],[],[],[],420.8163,422.8161,422.8162,423.2661,[],[],[],[],[],[],[],z,423.2662,423.2663,-0.011340452,-0.388546484,0,0,0,,0,95,95,74,1,4,TL,rerite,print,rerite_p.png,0.4473,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,423.2681,423.466,423.4661,423.9658,,,,,,,,,,,,0.9926,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,97,0,423.9665,424.966,z,0,0.9926,,[],[],[],[],[],[],[],424.9662,426.9655,426.9655,426.9658,[],[],[],[],[],[],[],,426.9658,426.9661,-0.011340452,-0.388546484,0,0,0,,0,96,96,128,1,4,word,PACIFIC,cursive,pacific_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,426.9678,427.1661,427.1662,427.6659,,,,,,,,,,,,0.605,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,98,1,427.6666,428.2825,z,1,0.605,,[],[],[],[],[],[],[],428.2827,430.2855,430.286,431.3319,[],[],[],[],[],[],[],z,431.332,431.3323,-0.011340452,-0.388546484,0,0,0,,0,97,97,19,1,4,RL,elacodate,cursive,elacodate_c.png,1.0417,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,431.3348,431.5325,431.5326,432.0325,,,,,,,,,,,,2.1075,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,99,1,432.0336,434.1494,z,1,2.1075,,[],[],[],[],[],[],[],434.1494,436.1481,436.1482,436.8157,[],[],[],[],[],[],[],z,436.8157,436.816,-0.011340452,-0.388546484,0,0,0,,0,98,98,35,1,4,RL,probice,cursive,probice_c.png,0.6572,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,436.818,437.0156,437.0157,437.5154,,,,,,,,,,,,0.8057,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,100,0,437.5162,438.3322,z,1,0.8057,,[],[],[],[],[],[],[],438.3324,440.3322,440.3322,440.3325,[],[],[],[],[],[],[],,440.3326,440.3327,-0.011340452,-0.388546484,0,0,0,,0,99,99,54,1,4,TL,codemy,print,codemy_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,440.3342,440.532,440.5321,441.032,,,,,,,,,,,,1.0395,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,101,0,441.0329,442.0821,z,1,1.0395,,[],[],[],[],[],[],[],442.0823,444.0812,444.0812,444.0816,[],[],[],[],[],[],[],,444.0816,444.0818,-0.011340452,-0.388546484,0,0,0,,0,100,100,73,1,4,TL,regilion,print,regilion_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,444.0828,444.2819,444.2819,444.782,,,,,,,,,,,,1.9065,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,102,0,444.7826,446.6986,m,1,1.9065,,[],[],[],[],[],[],[],446.6987,448.6977,448.6978,448.698,[],[],[],[],[],[],[],,448.6981,448.6981,-0.011340452,-0.388546484,0,0,0,,0,101,101,134,1,4,word,QUALIFY,print,qualify_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,448.6992,448.8984,448.8984,449.3983,,,,,,,,,,,,3.4118,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,103,0,449.399,452.815,z,0,3.4118,,[],[],[],[],[],[],[],452.8151,454.8148,454.8149,454.8152,[],[],[],[],[],[],[],,454.8152,454.8154,-0.011340452,-0.388546484,0,0,0,,0,102,102,83,1,4,word,ANIMAL,cursive,animal_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,454.8169,455.014,455.0141,455.5148,,,,,,,,,,,,0.7459,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,104,0,455.5156,456.2648,z,1,0.7459,,[],[],[],[],[],[],[],456.2649,458.2647,458.2648,458.2651,[],[],[],[],[],[],[],,458.2651,458.2653,-0.011340452,-0.388546484,0,0,0,,0,103,103,52,1,4,TL,cagetory,cursive,cagetory_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,458.2669,458.4643,458.4645,458.9646,,,,,,,,,,,,0.7066,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,105,0,458.9653,459.6812,z,1,0.7066,,[],[],[],[],[],[],[],459.6813,461.6812,461.6812,461.6815,[],[],[],[],[],[],[],,461.6816,461.6817,-0.011340452,-0.388546484,0,0,0,,0,104,104,61,1,4,TL,lotace,cursive,lotace_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,461.6829,461.8806,461.8808,462.3806,,,,,,,,,,,,1.873,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,106,0,462.3814,464.2647,z,0,1.873,,[],[],[],[],[],[],[],464.2647,466.2643,466.2644,466.2645,[],[],[],[],[],[],[],,466.2647,466.2647,-0.011340452,-0.388546484,0,0,0,,0,105,105,137,1,4,word,RAPIDLY,cursive,rapidly_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,466.266,466.4634,466.4635,466.9639,,,,,,,,,,,,1.4077,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,107,0,466.9644,468.3812,z,1,1.4077,,[],[],[],[],[],[],[],468.3813,470.3804,470.3805,470.3806,[],[],[],[],[],[],[],,470.3807,470.3808,-0.011340452,-0.388546484,0,0,0,,0,106,106,68,1,4,TL,prosopal,print,prosopal_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,470.382,470.5808,470.5808,471.0808,,,,,,,,,,,,2.1401,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,108,0,471.0815,473.2308,z,0,2.1401,,[],[],[],[],[],[],[],473.2309,475.2302,475.2302,475.2305,[],[],[],[],[],[],[],,475.2305,475.2306,-0.011340452,-0.388546484,0,0,0,,0,107,107,129,1,4,word,PARENT,cursive,parent_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,475.2323,475.4307,475.4307,475.9308,,,,,,,,,,,,0.8065,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,109,1,475.9316,476.7475,z,0,0.8065,,[],[],[],[],[],[],[],476.7476,478.7472,478.7472,479.2469,[],[],[],[],[],[],[],z,479.247,479.2472,-0.011340452,-0.388546484,0,0,0,,0,108,108,153,1,4,word,STOLEN,cursive,stolen_c.png,0.4921,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,479.2485,479.4471,479.4472,479.9472,,,,,,,,,,,,0.8736,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,110,0,479.9479,480.8304,z,1,0.8736,,[],[],[],[],[],[],[],480.8306,482.8304,482.8305,482.8307,[],[],[],[],[],[],[],,482.8307,482.8309,-0.011340452,-0.388546484,0,0,0,,0,109,109,12,1,4,RL,conbicer,cursive,conbicer_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,482.8323,483.0303,483.0304,483.5301,,,,,,,,,,,,0.7897,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,111,0,483.5308,484.3305,m,1,0.7897,,[],[],[],[],[],[],[],484.3306,486.3302,486.3303,486.3305,[],[],[],[],[],[],[],,486.3306,486.3306,-0.011340452,-0.388546484,0,0,0,,0,110,110,90,1,4,word,CAPITAL,print,capital_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,486.3321,486.5302,486.5302,487.0303,,,,,,,,,,,,2.5408,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,112,0,487.0309,489.5804,z,1,2.5408,,[],[],[],[],[],[],[],489.5805,491.5801,491.5802,491.5805,[],[],[],[],[],[],[],,491.5806,491.5806,-0.011340452,-0.388546484,0,0,0,,0,111,111,56,1,4,TL,donimant,cursive,donimant_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,491.5826,491.7801,491.7802,492.2799,,,,,,,,,,,,1.144,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,113,0,492.2807,493.4299,m,1,1.144,,[],[],[],[],[],[],[],493.4299,495.4299,495.43,495.4303,[],[],[],[],[],[],[],,495.4304,495.4304,-0.011340452,-0.388546484,0,0,0,,0,112,112,142,1,4,word,REMOTE,cursive,remote_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,495.4317,495.6298,495.6299,496.1298,,,,,,,,,,,,0.8567,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,114,0,496.1305,496.9965,m,1,0.8567,,[],[],[],[],[],[],[],496.9967,498.9964,498.9964,498.9968,[],[],[],[],[],[],[],,498.9969,498.9969,-0.011340452,-0.388546484,0,0,0,,0,113,113,100,1,4,word,DECADE,cursive,decade_c.png,,,,,
