counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,key_resp_probe.rt,key_resp_probe.duration,End.started,End.stopped
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,367.6348,367.8286,367.8286,368.3288,,,,,,,,,,,,1.3203,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,68,1,368.3293,369.6506,z,1,1.3203,,[],[],[],[],[],[],[],369.6507,371.6492,371.6492,377.2622,[0.2953703986273872],[-0.3768519083658854],[1],[0],[0],[5.612600000001464],"[""button_right_probe""]",,377.2623,377.2625,0.295370399,-0.376851908,1,0,0,,0,67,67,73,1,2,TL,redisent,print,redisent_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,377.2638,377.462,377.4621,377.9665,,,,,,,,,,,,1.7494,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,69,0,377.967,379.7287,z,1,1.7494,,[],[],[],[],[],[],[],379.7289,381.7286,381.7287,381.729,[],[],[],[],[],[],[],,381.729,381.7292,0.295370399,-0.376851908,0,0,0,,0,68,68,33,1,2,RL,strapely,cursive,strapely_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,381.7304,381.9333,381.9334,382.4332,,,,,,,,,,,,2.0994,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,70,0,382.4337,384.5344,m,1,2.0994,,[],[],[],[],[],[],[],384.5345,386.5331,386.5331,386.5335,[],[],[],[],[],[],[],,386.5335,386.5337,0.295370399,-0.376851908,0,0,0,,0,69,69,137,1,2,word,RAPIDLY,print,rapidly_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,386.5352,386.7321,386.7322,387.232,,,,,,,,,,,,1.5222,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,71,1,387.2326,388.7622,m,1,1.5222,,[],[],[],[],[],[],[],388.7624,390.7622,390.7623,391.9835,[0.2953703986273872],[-0.3768519083658854],[1],[0],[0],[1.2210000000000036],"[""button_right_probe""]",,391.9835,391.9836,0.295370399,-0.376851908,1,0,0,,0,70,70,127,1,2,word,ORIGINAL,print,original_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,391.9849,392.1791,392.1792,392.6791,,,,,,,,,,,,1.7871,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,72,0,392.6795,394.4678,z,1,1.7871,,[],[],[],[],[],[],[],394.4679,396.4621,396.4622,396.4624,[],[],[],[],[],[],[],,396.4624,396.4626,0.295370399,-0.376851908,0,0,0,,0,71,71,63,1,2,TL,orinigal,print,orinigal_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,396.464,396.6622,396.6622,397.1663,,,,,,,,,,,,2.0659,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,73,0,397.167,399.2338,m,1,2.0659,,[],[],[],[],[],[],[],399.2338,401.2334,401.2334,401.2337,[],[],[],[],[],[],[],,401.2338,401.2339,0.295370399,-0.376851908,0,0,0,,0,72,72,141,1,2,word,RELIGION,cursive,religion_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,401.2355,401.4332,401.4332,401.9288,,,,,,,,,,,,0.7916,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,74,0,401.9295,402.729,z,1,0.7916,,[],[],[],[],[],[],[],402.7291,404.7291,404.7292,404.7294,[],[],[],[],[],[],[],,404.7294,404.7295,0.295370399,-0.376851908,0,0,0,,0,73,73,59,1,2,TL,miskate,cursive,miskate_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,404.7307,404.9334,404.9334,405.433,,,,,,,,,,,,2.7992,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,75,0,405.4337,408.2341,z,1,2.7992,,[],[],[],[],[],[],[],408.2341,410.2289,410.229,410.2291,[],[],[],[],[],[],[],,410.2292,410.2294,0.295370399,-0.376851908,0,0,0,,0,74,74,65,1,2,TL,polupar,cursive,polupar_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,410.2305,410.4333,410.4334,410.9172,,,,,,,,,,,,1.7821,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,76,0,410.918,412.7126,m,1,1.7821,,[],[],[],[],[],[],[],412.7126,414.7123,414.7124,414.7125,[],[],[],[],[],[],[],,414.7126,414.7128,0.295370399,-0.376851908,0,0,0,,0,75,75,148,1,2,word,SALINE,cursive,saline_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,414.7141,414.9122,414.9122,415.4159,,,,,,,,,,,,2.5518,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,77,0,415.4165,417.9794,z,1,2.5518,,[],[],[],[],[],[],[],417.9794,419.9831,419.9831,419.9833,[],[],[],[],[],[],[],,419.9833,419.9835,0.295370399,-0.376851908,0,0,0,,0,76,76,20,1,2,RL,onegator,cursive,onegator_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,419.9848,420.179,420.1791,420.6794,,,,,,,,,,,,2.5286,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,78,0,420.68,423.2128,z,1,2.5286,,[],[],[],[],[],[],[],423.2129,425.2124,425.2125,425.2126,[],[],[],[],[],[],[],,425.2126,425.2127,0.295370399,-0.376851908,0,0,0,,0,77,77,52,1,2,TL,elarobate,cursive,elarobate_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,425.2138,425.4171,425.4172,425.9016,,,,,,,,,,,,0.915,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,79,0,425.9022,426.8181,z,1,0.915,,[],[],[],[],[],[],[],426.8183,428.8124,428.8124,428.8126,[],[],[],[],[],[],[],,428.8126,428.8128,0.368518575,-0.052777778,0,0,0,,0,78,78,60,1,2,TL,molibe,print,molibe_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,428.814,429.0173,429.0173,429.5124,,,,,,,,,,,,1.5035,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,80,0,429.5129,431.0175,z,1,1.5035,,[],[],[],[],[],[],[],431.0176,433.0124,433.0124,433.0126,[],[],[],[],[],[],[],,433.0127,545.1844,0.085185242,-0.376851908,1,0,0,,0,79,79,51,1,2,TL,etidor,cursive,etidor_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,545.1858,545.3803,545.3804,545.8844,,,,,,,,,,,,1.1882,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,81,0,545.8851,547.0803,z,1,1.1882,,[],[],[],[],[],[],[],547.0804,549.0845,549.0845,549.0847,[],[],[],[],[],[],[],,549.0848,549.085,0.085185242,-0.376851908,0,0,0,,0,80,80,35,1,2,RL,vesofity,print,vesofity_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,549.0866,549.2802,549.2803,549.7801,,,,,,,,,,,,2.008,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,82,0,549.7807,551.797,m,1,2.008,,[],[],[],[],[],[],[],551.7972,553.7847,553.7848,553.7851,[],[],[],[],[],[],[],,553.7852,553.7853,0.085185242,-0.376851908,0,0,0,,0,81,81,133,1,2,word,PROVIDE,cursive,provide_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,553.787,553.9849,553.9849,554.4801,,,,,,,,,,,,2.0083,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,83,1,554.4808,556.4972,z,1,2.0083,,[],[],[],[],[],[],[],556.4975,558.4971,558.4971,560.3634,[-0.3064814673529731],[-0.2990741305881076],[1],[0],[0],[1.866100000001552],"[""button_left_probe""]",,560.3635,560.3637,-0.306481467,-0.299074131,1,0,0,,0,82,82,53,1,2,TL,edivent,cursive,edivent_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,560.3645,560.5637,560.5637,561.0672,,,,,,,,,,,,1.4464,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,84,0,561.0678,562.5148,,0,,,[0.425],[-0.2814815097384983],[1],[0],[0],[1.4463999999985617],"[""button_right_main""]",562.5148,564.5184,564.5184,564.5188,[],[],[],[],[],[],[],,564.5189,564.519,0.425,-0.28148151,0,0,0,,0,83,83,94,1,2,word,CLINICAL,cursive,clinical_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,564.5205,564.718,564.718,565.2182,,,,,,,,,,,,1.122,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,85,0,565.2193,566.3474,m,1,1.122,,[],[],[],[],[],[],[],566.3474,568.3351,568.3352,568.3354,[],[],[],[],[],[],[],,568.3356,568.3357,0.425,-0.28148151,0,0,0,,0,84,84,88,1,2,word,CAMERA,print,camera_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,568.3371,568.5304,568.5305,569.0306,,,,,,,,,,,,2.0705,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,86,0,569.0311,571.1028,z,1,2.0705,,[],[],[],[],[],[],[],571.103,573.1016,573.1017,573.1019,[],[],[],[],[],[],[],,573.102,573.1021,0.425,-0.28148151,0,0,0,,0,85,85,37,1,2,TL,adacemy,cursive,adacemy_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,573.1037,573.297,573.2971,573.8014,,,,,,,,,,,,1.4041,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,87,0,573.8021,575.2138,z,1,1.4041,,[],[],[],[],[],[],[],575.214,577.2184,577.2184,577.2187,[],[],[],[],[],[],[],,577.2187,577.2188,0.425,-0.28148151,0,0,0,,0,86,86,15,1,2,RL,linedal,print,linedal_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,577.2204,577.4138,577.4139,577.9186,,,,,,,,,,,,1.0153,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,88,0,577.9193,578.9355,z,1,1.0153,,[],[],[],[],[],[],[],578.9356,580.9303,580.9304,580.9306,[],[],[],[],[],[],[],,580.9306,580.9307,0.425,-0.28148151,0,0,0,,0,87,87,22,1,2,RL,posity,print,posity_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,580.9317,581.1307,581.1308,581.6354,,,,,,,,,,,,1.4653,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,89,0,581.6363,583.1026,m,1,1.4653,,[],[],[],[],[],[],[],583.1027,585.1012,585.1013,585.1016,[],[],[],[],[],[],[],,585.1016,585.1017,0.425,-0.28148151,0,0,0,,0,88,88,89,1,2,word,CAPACITY,print,capacity_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,585.1033,585.2973,585.2974,585.7972,,,,,,,,,,,,1.0155,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,90,0,585.7979,586.8142,z,1,1.0155,,[],[],[],[],[],[],[],586.8143,588.818,588.818,588.8183,[],[],[],[],[],[],[],,588.8184,588.8185,0.425,-0.28148151,0,0,0,,0,89,89,71,1,2,TL,retome,cursive,retome_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,588.8201,589.0138,589.0139,589.5138,,,,,,,,,,,,2.6636,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,91,0,589.5145,592.1805,z,1,2.6636,,[],[],[],[],[],[],[],592.1806,594.1805,594.1806,594.1808,[],[],[],[],[],[],[],,594.1809,594.1809,0.425,-0.28148151,0,0,0,,0,90,90,49,1,2,TL,dedace,print,dedace_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,594.1823,594.3809,594.381,594.8841,,,,,,,,,,,,0.9166,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,92,0,594.8848,595.8025,m,1,0.9166,,[],[],[],[],[],[],[],595.8026,597.8012,597.8012,597.8016,[],[],[],[],[],[],[],,597.8016,597.8018,0.425,-0.28148151,0,0,0,,0,91,91,102,1,2,word,DENSITY,print,density_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,597.8032,597.9971,597.9972,598.4973,,,,,,,,,,,,0.7371,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,93,0,598.498,599.2356,m,1,0.7371,,[],[],[],[],[],[],[],599.2357,601.2309,601.2309,601.231,[],[],[],[],[],[],[],,601.231,601.2311,0.425,-0.28148151,0,0,0,,0,92,92,144,1,2,word,RESIDENT,print,resident_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,601.2328,601.4355,601.4356,601.9306,,,,,,,,,,,,2.8248,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,94,0,601.9312,604.7643,z,1,2.8248,,[],[],[],[],[],[],[],604.7645,606.7641,606.7642,606.7644,[],[],[],[],[],[],[],,606.7645,606.7646,0.425,-0.28148151,0,0,0,,0,93,93,28,1,2,RL,revune,cursive,revune_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,606.766,606.964,606.964,607.4641,,,,,,,,,,,,1.8872,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,95,0,607.4646,609.3528,z,1,1.8872,,[],[],[],[],[],[],[],609.353,611.3516,611.3517,611.3519,[],[],[],[],[],[],[],,611.3519,611.3521,0.425,-0.28148151,0,0,0,,0,94,94,57,1,2,TL,meromy,cursive,meromy_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,611.354,611.5474,611.5474,612.0474,,,,,,,,,,,,1.7785,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,96,0,612.0478,613.8308,z,1,1.7785,,[],[],[],[],[],[],[],613.8309,615.8187,615.8188,615.8191,[],[],[],[],[],[],[],,615.8191,615.8193,0.425,-0.28148151,0,0,0,,0,95,95,66,1,2,TL,prodive,cursive,prodive_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,615.8207,616.0186,616.0186,616.5189,,,,,,,,,,,,1.0317,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,97,0,616.5196,617.5526,m,1,1.0317,,[],[],[],[],[],[],[],617.5527,619.5475,619.5475,619.5477,[],[],[],[],[],[],[],,619.5477,619.5479,0.425,-0.28148151,0,0,0,,0,96,96,101,1,2,word,DELICATE,print,delicate_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,619.5491,619.7355,619.7355,620.2516,,,,,,,,,,,,2.2562,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,98,0,620.2524,622.5145,z,1,2.2562,,[],[],[],[],[],[],[],622.5146,624.5183,624.5183,624.5185,[],[],[],[],[],[],[],,624.5186,624.5187,0.425,-0.28148151,0,0,0,,0,97,97,14,1,2,RL,insibate,cursive,insibate_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,624.5203,624.7184,624.7185,625.2191,,,,,,,,,,,,0.9822,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,99,0,625.2198,626.2031,m,1,0.9822,,[],[],[],[],[],[],[],626.2032,628.1976,628.1976,628.1979,[],[],[],[],[],[],[],,628.1979,628.1981,0.425,-0.28148151,0,0,0,,0,98,98,132,1,2,word,PROPOSAL,cursive,proposal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,628.1994,628.3978,628.3979,628.9021,,,,,,,,,,,,2.5336,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,100,0,628.9027,631.4478,m,1,2.5336,,[],[],[],[],[],[],[],631.448,633.4478,633.4478,633.4481,[],[],[],[],[],[],[],,633.4481,633.4482,0.425,-0.28148151,0,0,0,,0,99,99,155,1,2,word,STRATEGY,cursive,strategy_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,633.4495,633.6479,633.6479,634.1521,,,,,,,,,,,,1.7824,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,101,0,634.1531,635.9366,z,0,1.7824,,[],[],[],[],[],[],[],635.9367,637.931,637.931,637.9312,[],[],[],[],[],[],[],,637.9312,637.9313,0.425,-0.28148151,0,0,0,,0,100,100,85,1,2,word,BENEFIT,cursive,benefit_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,637.9325,638.1311,638.1312,638.6311,,,,,,,,,,,,1.603,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,102,0,638.6319,640.2361,z,1,1.603,,[],[],[],[],[],[],[],640.2363,642.2358,642.2359,642.2361,[],[],[],[],[],[],[],,642.2362,642.2362,0.425,-0.28148151,0,0,0,,0,101,101,27,1,2,RL,repifion,cursive,repifion_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,642.2379,642.4312,642.4312,642.931,,,,,,,,,,,,1.5709,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,103,0,642.9317,644.5036,z,1,1.5709,,[],[],[],[],[],[],[],644.5037,646.4978,646.4981,646.4982,[],[],[],[],[],[],[],,646.4983,646.4984,0.425,-0.28148151,0,0,0,,0,102,102,17,1,2,RL,macise,cursive,macise_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,646.4997,646.7026,646.7026,647.1976,,,,,,,,,,,,5.0533,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,104,0,647.1982,652.2524,z,0,5.0533,,[],[],[],[],[],[],[],652.2524,654.2478,654.2479,654.248,[],[],[],[],[],[],[],,654.2482,654.2482,0.425,-0.28148151,0,0,0,,0,103,103,121,1,2,word,MISTAKE,cursive,mistake_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,654.2496,654.4479,654.448,654.9477,,,,,,,,,,,,1.4701,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,105,0,654.9484,656.4194,m,1,1.4701,,[],[],[],[],[],[],[],656.4196,658.4146,658.4147,658.4149,[],[],[],[],[],[],[],,658.415,658.4151,0.425,-0.28148151,0,0,0,,0,104,104,107,1,2,word,EVIDENT,cursive,evident_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,658.4162,658.6187,658.6187,659.1143,,,,,,,,,,,,1.4706,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,106,0,659.115,660.5866,z,1,1.4706,,[],[],[],[],[],[],[],660.5867,662.5858,662.5858,662.5861,[],[],[],[],[],[],[],,662.5861,662.5863,0.425,-0.28148151,0,0,0,,0,105,105,50,1,2,TL,donimant,print,donimant_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,662.5877,662.7857,662.7858,663.2855,,,,,,,,,,,,1.3046,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,107,0,663.286,664.598,z,1,1.3046,,[],[],[],[],[],[],[],664.5981,666.5983,666.5984,666.5986,[],[],[],[],[],[],[],,666.5986,666.5988,0.425,-0.28148151,0,0,0,,0,106,106,46,1,2,TL,codemy,cursive,codemy_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,666.6,666.8021,666.8021,667.298,,,,,,,,,,,,0.7913,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,108,0,667.2985,668.0979,z,1,0.7913,,[],[],[],[],[],[],[],668.0981,670.098,670.098,670.0981,[],[],[],[],[],[],[],,670.0981,670.0983,0.425,-0.28148151,0,0,0,,0,107,107,0,1,2,RL,adnicory,print,adnicory_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,670.0993,670.2859,670.286,670.7979,,,,,,,,,,,,1.0224,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,109,1,670.7987,671.8316,m,1,1.0224,,[],[],[],[],[],[],[],671.8316,673.8314,673.8315,675.6983,[-0.23796293470594618],[-0.31574079725477433],[1],[0],[0],[1.866700000002993],"[""button_left_probe""]",,675.6984,675.6985,-0.237962935,-0.315740797,1,0,0,,0,108,108,156,1,2,word,TRIBUTE,cursive,tribute_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,675.6997,675.8983,675.8983,676.4025,,,,,,,,,,,,2.6162,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,110,0,676.4032,679.0203,m,1,2.6162,,[],[],[],[],[],[],[],679.0204,681.0193,681.0194,681.0196,[],[],[],[],[],[],[],,681.0196,681.0197,-0.237962935,-0.315740797,0,0,0,,0,109,109,87,1,2,word,CAFETERIA,print,cafeteria_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,681.0213,681.2145,681.2146,681.7193,,,,,,,,,,,,0.9154,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,111,0,681.7201,682.6365,m,0,0.9154,,[],[],[],[],[],[],[],682.6366,684.6313,684.6314,684.6315,[],[],[],[],[],[],[],,684.6316,684.6316,-0.237962935,-0.315740797,0,0,0,,0,110,110,79,1,2,TL,vadility,print,vadility_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,684.6329,684.8316,684.8317,685.3314,,,,,,,,,,,,2.3541,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,112,1,685.332,687.6869,z,1,2.3541,,[],[],[],[],[],[],[],687.6871,689.6866,689.6867,690.5372,[-0.23796293470594618],[-0.31574079725477433],[1],[0],[0],[0.8503999999985581],"[""button_left_probe""]",,690.5373,690.5376,-0.237962935,-0.315740797,1,0,0,,0,111,111,68,1,2,TL,quatily,cursive,quatily_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,690.5389,690.7316,690.7317,691.2314,,,,,,,,,,,,2.4978,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,113,0,691.2321,693.7316,z,0,2.4978,,[],[],[],[],[],[],[],693.7317,695.7314,695.7316,695.7318,[],[],[],[],[],[],[],,695.7319,695.7319,-0.237962935,-0.315740797,0,0,0,,0,112,112,126,1,2,word,OPTIMAL,cursive,optimal_c.png,,,,,
